employee_id,period_start,attrition_in_3m,termination_date,risk_score_at_period,had_intervention_this_period
E00464,2024-03-01,1,2024-03-19,0.709367,0
E00465,2024-03-01,0,,0.850813,1
E00466,2024-03-01,0,,0.484489,0
E00467,2024-03-01,0,,0.80942,1
E00468,2024-03-01,0,,0.618314,0
E00469,2024-03-01,0,,0.753513,0
E00473,2024-03-01,0,,0.699265,0
E00474,2024-03-01,0,,0.736297,0
E00476,2024-03-01,0,,0.823945,0
E00477,2024-03-01,0,,0.683663,0
E00478,2024-03-01,0,,0.820811,0
E00479,2024-03-01,0,,0.844961,1
E00480,2024-03-01,0,,0.7893,1
E00481,2024-03-01,0,,0.735329,0
E00482,2024-03-01,0,,0.599128,0
E00483,2024-03-01,0,,0.573337,0
E00484,2024-03-01,0,,0.760485,0
E00485,2024-03-01,0,,0.673134,0
E00486,2024-03-01,0,,0.800783,0
E00487,2024-03-01,0,,0.627815,0
E00489,2024-03-01,0,,0.763167,0
E00490,2024-03-01,0,,0.642404,0
E00491,2024-03-01,0,,0.516494,0
E00492,2024-03-01,0,,0.524571,0
E00493,2024-03-01,0,,0.856494,0
E00494,2024-03-01,0,,0.703492,0
E00495,2024-03-01,0,,0.744579,0
E00496,2024-03-01,0,,0.807726,1
E00497,2024-03-01,0,,0.809109,1
E00498,2024-03-01,0,,0.815174,1
E00499,2024-03-01,0,,0.752178,0
E00500,2024-03-01,0,,0.664924,0
E00001,2024-04-01,0,,0.668405,0
E00002,2024-04-01,0,,0.56994,0
E00003,2024-04-01,0,,0.73478,0
E00004,2024-04-01,0,,0.668411,0
E00005,2024-04-01,0,,0.711272,0
E00007,2024-04-01,0,,0.702197,0
E00008,2024-04-01,0,,0.525143,0
E00009,2024-04-01,0,,0.77876,0
E00010,2024-04-01,1,2024-05-30,0.779639,0
E00011,2024-04-01,0,,0.871878,0
E00012,2024-04-01,0,,0.733574,0
E00013,2024-04-01,0,,0.792043,0
E00014,2024-04-01,0,,0.753547,0
E00015,2024-04-01,0,,0.686221,0
E00016,2024-04-01,0,,0.71567,0
E00017,2024-04-01,0,,0.830331,1
E00018,2024-04-01,0,,0.760131,0
E00019,2024-04-01,1,2024-06-27,0.573487,0
E00020,2024-04-01,0,,0.815812,1
E00022,2024-04-01,0,,0.673068,0
E00023,2024-04-01,0,,0.647626,0
E00024,2024-04-01,0,,0.706356,0
E00025,2024-04-01,0,,0.771565,0
E00026,2024-04-01,0,,0.765501,0
E00027,2024-04-01,0,,0.715001,0
E00028,2024-04-01,0,,0.714604,0
E00029,2024-04-01,0,,0.703621,0
E00030,2024-04-01,0,,0.838517,1
E00031,2024-04-01,0,,0.687976,0
E00032,2024-04-01,1,2024-04-11,0.774978,0
E00033,2024-04-01,0,,0.641154,0
E00034,2024-04-01,0,,0.777343,0
E00035,2024-04-01,0,,0.77787,0
E00037,2024-04-01,0,,0.471219,0
E00038,2024-04-01,0,,0.759235,0
E00039,2024-04-01,0,,0.734769,0
E00040,2024-04-01,0,,0.765916,0
E00041,2024-04-01,0,,0.524001,0
E00042,2024-04-01,0,,0.866473,1
E00043,2024-04-01,0,,0.759531,0
E00044,2024-04-01,0,,0.791402,0
E00045,2024-04-01,0,,0.793306,0
E00046,2024-04-01,0,,0.716977,0
E00047,2024-04-01,0,,0.75889,0
E00048,2024-04-01,0,,0.786,0
E00049,2024-04-01,0,,0.691956,0
E00050,2024-04-01,0,,0.731617,0
E00051,2024-04-01,0,,0.764915,0
E00052,2024-04-01,0,,0.675503,0
E00053,2024-04-01,0,,0.801714,1
E00054,2024-04-01,0,,0.518786,0
E00055,2024-04-01,0,,0.654608,0
E00056,2024-04-01,0,,0.612185,0
E00057,2024-04-01,1,2024-04-08,0.814515,1
E00058,2024-04-01,0,,0.828377,1
E00059,2024-04-01,0,,0.682031,0
E00060,2024-04-01,0,,0.710758,0
E00061,2024-04-01,0,,0.780003,0
E00062,2024-04-01,0,,0.61141,0
E00063,2024-04-01,0,,0.565341,0
E00064,2024-04-01,0,,0.809417,0
E00065,2024-04-01,0,,0.797441,1
E00067,2024-04-01,0,,0.751488,0
E00068,2024-04-01,1,2024-05-27,0.735516,0
E00069,2024-04-01,0,,0.607446,0
E00070,2024-04-01,0,,0.696892,0
E00071,2024-04-01,0,,0.752868,0
E00072,2024-04-01,0,,0.802613,0
E00073,2024-04-01,0,,0.783025,0
E00074,2024-04-01,0,,0.769003,0
E00075,2024-04-01,0,,0.573327,0
E00078,2024-04-01,0,,0.649736,0
E00079,2024-04-01,0,,0.729871,0
E00080,2024-04-01,0,,0.729689,0
E00082,2024-04-01,0,,0.882641,1
E00084,2024-04-01,0,,0.491105,0
E00085,2024-04-01,0,,0.856237,0
E00086,2024-04-01,0,,0.652235,0
E00087,2024-04-01,0,,0.758981,0
E00088,2024-04-01,1,2024-06-29,0.744816,0
E00090,2024-04-01,0,,0.689293,0
E00091,2024-04-01,0,,0.723119,0
E00092,2024-04-01,0,,0.622359,0
E00093,2024-04-01,0,,0.826274,1
E00094,2024-04-01,0,,0.585237,0
E00095,2024-04-01,0,,0.617973,0
E00096,2024-04-01,0,,0.699518,0
E00097,2024-04-01,0,,0.675929,0
E00099,2024-04-01,0,,0.644357,0
E00100,2024-04-01,0,,0.608354,0
E00101,2024-04-01,0,,0.68529,0
E00102,2024-04-01,0,,0.816413,1
E00104,2024-04-01,0,,0.865312,1
E00106,2024-04-01,0,,0.704781,0
E00107,2024-04-01,0,,0.827037,0
E00109,2024-04-01,0,,0.715131,0
E00110,2024-04-01,0,,0.810096,0
E00111,2024-04-01,0,,0.849305,1
E00112,2024-04-01,0,,0.697182,0
E00114,2024-04-01,0,,0.501533,0
E00116,2024-04-01,0,,0.727282,0
E00117,2024-04-01,0,,0.743129,0
E00118,2024-04-01,0,,0.541866,0
E00119,2024-04-01,0,,0.80792,1
E00120,2024-04-01,0,,0.678067,0
E00121,2024-04-01,0,,0.832965,1
E00122,2024-04-01,0,,0.495142,0
E00123,2024-04-01,0,,0.806257,0
E00124,2024-04-01,0,,0.674168,0
E00125,2024-04-01,0,,0.558713,0
E00126,2024-04-01,0,,0.39157,0
E00127,2024-04-01,0,,0.621062,0
E00128,2024-04-01,0,,0.658468,0
E00129,2024-04-01,0,,0.836739,0
E00130,2024-04-01,0,,0.858261,1
E00131,2024-04-01,0,,0.751792,0
E00133,2024-04-01,0,,0.850893,1
E00134,2024-04-01,0,,0.771171,0
E00135,2024-04-01,0,,0.801678,1
E00136,2024-04-01,0,,0.816168,0
E00137,2024-04-01,0,,0.814269,1
E00138,2024-04-01,0,,0.744519,0
E00139,2024-04-01,0,,0.728247,0
E00140,2024-04-01,0,,0.789994,0
E00141,2024-04-01,0,,0.721271,0
E00142,2024-04-01,0,,0.575491,0
E00143,2024-04-01,0,,0.774842,0
E00144,2024-04-01,0,,0.7102,0
E00145,2024-04-01,0,,0.638677,0
E00146,2024-04-01,0,,0.87669,1
E00147,2024-04-01,0,,0.68944,0
E00149,2024-04-01,0,,0.790083,1
E00150,2024-04-01,0,,0.71851,0
E00152,2024-04-01,0,,0.811253,0
E00154,2024-04-01,0,,0.757033,0
E00155,2024-04-01,0,,0.681112,0
E00156,2024-04-01,0,,0.682801,0
E00157,2024-04-01,0,,0.627495,0
E00158,2024-04-01,0,,0.561034,0
E00159,2024-04-01,0,,0.767546,0
E00160,2024-04-01,0,,0.83579,1
E00161,2024-04-01,0,,0.761691,0
E00162,2024-04-01,0,,0.699488,0
E00163,2024-04-01,0,,0.666077,0
E00164,2024-04-01,0,,0.550636,0
E00165,2024-04-01,0,,0.799839,0
E00166,2024-04-01,0,,0.866356,0
E00167,2024-04-01,0,,0.80578,0
E00168,2024-04-01,0,,0.601916,0
E00169,2024-04-01,0,,0.806909,0
E00170,2024-04-01,0,,0.711009,0
E00171,2024-04-01,0,,0.613375,0
E00172,2024-04-01,0,,0.62188,0
E00173,2024-04-01,0,,0.548949,0
E00174,2024-04-01,0,,0.67209,0
E00175,2024-04-01,0,,0.792219,0
E00176,2024-04-01,0,,0.623825,0
E00177,2024-04-01,0,,0.639571,0
E00178,2024-04-01,1,2024-05-26,0.731982,0
E00179,2024-04-01,0,,0.659877,0
E00180,2024-04-01,0,,0.398107,0
E00181,2024-04-01,0,,0.604898,0
E00182,2024-04-01,0,,0.735615,0
E00183,2024-04-01,0,,0.728644,0
E00184,2024-04-01,0,,0.74734,0
E00185,2024-04-01,0,,0.830866,1
E00186,2024-04-01,0,,0.736403,0
E00187,2024-04-01,0,,0.462658,0
E00188,2024-04-01,0,,0.641422,0
E00189,2024-04-01,0,,0.780028,0
E00190,2024-04-01,0,,0.80104,0
E00191,2024-04-01,0,,0.795914,1
E00193,2024-04-01,0,,0.370723,0
E00196,2024-04-01,0,,0.517294,0
E00197,2024-04-01,0,,0.52956,0
E00199,2024-04-01,0,,0.642164,0
E00200,2024-04-01,0,,0.681908,0
E00201,2024-04-01,0,,0.616944,0
E00202,2024-04-01,0,,0.746692,0
E00203,2024-04-01,0,,0.785357,0
E00204,2024-04-01,0,,0.794596,0
E00205,2024-04-01,0,,0.799377,1
E00206,2024-04-01,0,,0.805807,1
E00207,2024-04-01,0,,0.48023,0
E00209,2024-04-01,0,,0.804669,0
E00210,2024-04-01,0,,0.675317,0
E00213,2024-04-01,0,,0.658428,0
E00214,2024-04-01,0,,0.547865,0
E00215,2024-04-01,0,,0.671274,0
E00216,2024-04-01,0,,0.694753,0
E00217,2024-04-01,0,,0.727255,0
E00218,2024-04-01,0,,0.746268,0
E00219,2024-04-01,0,,0.836167,1
E00221,2024-04-01,0,,0.704836,0
E00223,2024-04-01,0,,0.758601,0
E00224,2024-04-01,0,,0.80643,1
E00225,2024-04-01,0,,0.913,1
E00226,2024-04-01,0,,0.820145,1
E00227,2024-04-01,0,,0.842511,0
E00228,2024-04-01,0,,0.665908,0
E00229,2024-04-01,0,,0.657178,0
E00230,2024-04-01,0,,0.720833,0
E00231,2024-04-01,0,,0.694366,0
E00232,2024-04-01,0,,0.480799,0
E00233,2024-04-01,0,,0.745914,0
E00235,2024-04-01,0,,0.813533,1
E00236,2024-04-01,0,,0.805591,0
E00237,2024-04-01,0,,0.787819,1
E00238,2024-04-01,0,,0.812219,0
E00239,2024-04-01,0,,0.668586,0
E00240,2024-04-01,0,,0.743702,0
E00241,2024-04-01,0,,0.654169,0
E00242,2024-04-01,0,,0.657401,0
E00243,2024-04-01,0,,0.744588,0
E00244,2024-04-01,1,2024-05-25,0.658215,0
E00245,2024-04-01,0,,0.643119,0
E00246,2024-04-01,0,,0.687053,0
E00247,2024-04-01,0,,0.878877,1
E00248,2024-04-01,0,,0.80631,1
E00249,2024-04-01,0,,0.766828,0
E00250,2024-04-01,0,,0.679566,0
E00251,2024-04-01,0,,0.749065,0
E00252,2024-04-01,0,,0.654664,0
E00253,2024-04-01,0,,0.751266,0
E00254,2024-04-01,0,,0.586134,0
E00257,2024-04-01,0,,0.626867,0
E00258,2024-04-01,0,,0.796035,0
E00259,2024-04-01,0,,0.544004,0
E00260,2024-04-01,0,,0.542469,0
E00261,2024-04-01,0,,0.781807,0
E00262,2024-04-01,0,,0.392614,0
E00263,2024-04-01,0,,0.747671,0
E00264,2024-04-01,0,,0.842032,1
E00265,2024-04-01,0,,0.661635,0
E00266,2024-04-01,0,,0.794913,0
E00267,2024-04-01,0,,0.832427,0
E00269,2024-04-01,0,,0.716078,0
E00270,2024-04-01,0,,0.765319,0
E00271,2024-04-01,0,,0.72402,0
E00273,2024-04-01,0,,0.642736,0
E00274,2024-04-01,0,,0.584335,0
E00276,2024-04-01,0,,0.781447,0
E00279,2024-04-01,0,,0.803526,1
E00280,2024-04-01,0,,0.640925,0
E00281,2024-04-01,0,,0.674422,0
E00283,2024-04-01,0,,0.71714,0
E00284,2024-04-01,0,,0.705551,0
E00287,2024-04-01,1,2024-04-14,0.654222,0
E00288,2024-04-01,0,,0.627756,0
E00289,2024-04-01,0,,0.84733,1
E00291,2024-04-01,0,,0.809775,1
E00292,2024-04-01,0,,0.80589,0
E00293,2024-04-01,0,,0.806741,0
E00294,2024-04-01,0,,0.662749,0
E00296,2024-04-01,0,,0.765027,0
E00297,2024-04-01,0,,0.816982,0
E00298,2024-04-01,1,2024-04-13,0.615021,0
E00299,2024-04-01,0,,0.712344,0
E00300,2024-04-01,0,,0.82911,0
E00301,2024-04-01,0,,0.792881,0
E00303,2024-04-01,0,,0.540069,0
E00304,2024-04-01,0,,0.654352,0
E00305,2024-04-01,0,,0.797875,0
E00306,2024-04-01,0,,0.741897,0
E00307,2024-04-01,0,,0.693985,0
E00308,2024-04-01,0,,0.59939,0
E00309,2024-04-01,0,,0.713852,0
E00310,2024-04-01,0,,0.730171,0
E00311,2024-04-01,0,,0.664313,0
E00312,2024-04-01,0,,0.758772,0
E00313,2024-04-01,0,,0.814152,0
E00316,2024-04-01,0,,0.554374,0
E00317,2024-04-01,0,,0.580851,0
E00318,2024-04-01,0,,0.529416,0
E00319,2024-04-01,0,,0.70749,0
E00320,2024-04-01,0,,0.778109,0
E00321,2024-04-01,0,,0.666643,0
E00323,2024-04-01,0,,0.740608,0
E00324,2024-04-01,0,,0.734731,0
E00325,2024-04-01,1,2024-06-16,0.731646,0
E00326,2024-04-01,0,,0.549505,0
E00327,2024-04-01,0,,0.808529,0
E00328,2024-04-01,0,,0.847842,1
E00329,2024-04-01,0,,0.776864,0
E00330,2024-04-01,0,,0.754908,0
E00331,2024-04-01,1,2024-04-26,0.765013,0
E00332,2024-04-01,0,,0.762452,0
E00334,2024-04-01,0,,0.819529,0
E00336,2024-04-01,0,,0.737698,0
E00337,2024-04-01,0,,0.628642,0
E00338,2024-04-01,0,,0.563531,0
E00339,2024-04-01,0,,0.696118,0
E00340,2024-04-01,0,,0.868852,0
E00341,2024-04-01,0,,0.81448,0
E00342,2024-04-01,0,,0.828242,1
E00343,2024-04-01,0,,0.599604,0
E00344,2024-04-01,0,,0.700533,0
E00345,2024-04-01,0,,0.785558,0
E00346,2024-04-01,0,,0.613807,0
E00347,2024-04-01,0,,0.663674,0
E00348,2024-04-01,0,,0.65202,0
E00349,2024-04-01,0,,0.783926,0
E00350,2024-04-01,1,2024-05-30,0.706007,0
E00351,2024-04-01,0,,0.72871,0
E00352,2024-04-01,0,,0.857092,1
E00353,2024-04-01,0,,0.701914,0
E00354,2024-04-01,0,,0.758576,0
E00355,2024-04-01,0,,0.821004,1
E00356,2024-04-01,0,,0.705384,0
E00357,2024-04-01,0,,0.64149,0
E00358,2024-04-01,0,,0.80679,1
E00359,2024-04-01,0,,0.830488,1
E00361,2024-04-01,0,,0.528553,0
E00362,2024-04-01,0,,0.677734,0
E00363,2024-04-01,0,,0.656406,0
E00365,2024-04-01,0,,0.764045,0
E00366,2024-04-01,0,,0.582291,0
E00367,2024-04-01,0,,0.744748,0
E00368,2024-04-01,0,,0.788744,0
E00369,2024-04-01,0,,0.705485,0
E00370,2024-04-01,0,,0.721909,0
E00371,2024-04-01,0,,0.813474,0
E00372,2024-04-01,0,,0.692844,0
E00373,2024-04-01,0,,0.740675,0
E00374,2024-04-01,0,,0.799563,0
E00375,2024-04-01,0,,0.778419,0
E00376,2024-04-01,0,,0.655171,0
E00377,2024-04-01,0,,0.804754,1
E00378,2024-04-01,0,,0.738442,0
E00379,2024-04-01,0,,0.749886,0
E00380,2024-04-01,1,2024-04-06,0.814752,1
E00381,2024-04-01,0,,0.762608,0
E00382,2024-04-01,0,,0.712005,0
E00383,2024-04-01,0,,0.580945,0
E00384,2024-04-01,0,,0.739087,0
E00385,2024-04-01,0,,0.806399,1
E00386,2024-04-01,0,,0.716371,0
E00387,2024-04-01,0,,0.747566,0
E00390,2024-04-01,0,,0.768337,0
E00391,2024-04-01,0,,0.784047,0
E00393,2024-04-01,0,,0.79155,0
E00394,2024-04-01,0,,0.629543,0
E00396,2024-04-01,0,,0.675094,0
E00397,2024-04-01,0,,0.625921,0
E00398,2024-04-01,0,,0.624846,0
E00399,2024-04-01,1,2024-05-13,0.756261,0
E00400,2024-04-01,0,,0.771747,0
E00401,2024-04-01,0,,0.773608,0
E00402,2024-04-01,0,,0.670743,0
E00403,2024-04-01,0,,0.677296,0
E00405,2024-04-01,0,,0.774759,0
E00406,2024-04-01,1,2024-06-18,0.745023,0
E00407,2024-04-01,0,,0.73635,0
E00408,2024-04-01,0,,0.771824,0
E00409,2024-04-01,0,,0.866042,0
E00410,2024-04-01,0,,0.768537,0
E00411,2024-04-01,0,,0.70056,0
E00412,2024-04-01,0,,0.807474,1
E00413,2024-04-01,0,,0.725388,0
E00414,2024-04-01,0,,0.733278,0
E00415,2024-04-01,0,,0.500333,0
E00416,2024-04-01,1,2024-04-24,0.864029,1
E00417,2024-04-01,0,,0.561739,0
E00419,2024-04-01,0,,0.694742,0
E00420,2024-04-01,0,,0.730132,0
E00421,2024-04-01,0,,0.818835,1
E00422,2024-04-01,0,,0.759067,0
E00423,2024-04-01,0,,0.808131,0
E00424,2024-04-01,0,,0.731494,0
E00425,2024-04-01,0,,0.690765,0
E00426,2024-04-01,0,,0.442926,0
E00428,2024-04-01,0,,0.870299,1
E00429,2024-04-01,0,,0.745427,0
E00430,2024-04-01,0,,0.713903,0
E00431,2024-04-01,0,,0.819423,1
E00432,2024-04-01,0,,0.758554,0
E00433,2024-04-01,0,,0.833051,1
E00434,2024-04-01,0,,0.70946,0
E00436,2024-04-01,0,,0.714243,0
E00437,2024-04-01,0,,0.794951,0
E00438,2024-04-01,0,,0.750578,0
E00439,2024-04-01,0,,0.644014,0
E00440,2024-04-01,0,,0.761487,0
E00441,2024-04-01,0,,0.759215,0
E00442,2024-04-01,0,,0.79435,1
E00443,2024-04-01,0,,0.686865,0
E00444,2024-04-01,0,,0.789671,0
E00446,2024-04-01,0,,0.79999,0
E00448,2024-04-01,0,,0.685356,0
E00449,2024-04-01,0,,0.731653,0
E00450,2024-04-01,0,,0.582523,0
E00451,2024-04-01,0,,0.780587,0
E00452,2024-04-01,0,,0.634426,0
E00453,2024-04-01,0,,0.543459,0
E00454,2024-04-01,0,,0.81027,0
E00455,2024-04-01,0,,0.834669,1
E00456,2024-04-01,0,,0.703667,0
E00457,2024-04-01,0,,0.608254,0
E00458,2024-04-01,1,2024-05-01,0.73537,0
E00461,2024-04-01,0,,0.692387,0
E00462,2024-04-01,0,,0.781581,0
E00463,2024-04-01,0,,0.747485,0
E00465,2024-04-01,0,,0.67517,0
E00466,2024-04-01,0,,0.565373,0
E00467,2024-04-01,0,,0.795539,0
E00468,2024-04-01,0,,0.744711,0
E00469,2024-04-01,1,2024-04-11,0.783139,0
E00473,2024-04-01,0,,0.817311,1
E00474,2024-04-01,0,,0.58559,0
E00476,2024-04-01,0,,0.716426,0
E00477,2024-04-01,0,,0.508784,0
E00478,2024-04-01,0,,0.842378,0
E00479,2024-04-01,0,,0.753942,0
E00480,2024-04-01,0,,0.688196,0
E00481,2024-04-01,0,,0.698136,0
E00482,2024-04-01,1,2024-04-08,0.600292,0
E00483,2024-04-01,0,,0.801441,1
E00484,2024-04-01,0,,0.86232,1
E00485,2024-04-01,0,,0.781851,0
E00486,2024-04-01,0,,0.801969,0
E00487,2024-04-01,0,,0.565499,0
E00489,2024-04-01,0,,0.751617,0
E00490,2024-04-01,0,,0.692841,0
E00491,2024-04-01,0,,0.660651,0
E00492,2024-04-01,0,,0.780606,0
E00493,2024-04-01,0,,0.736196,0
E00494,2024-04-01,0,,0.652088,0
E00495,2024-04-01,0,,0.780411,0
E00496,2024-04-01,0,,0.888811,1
E00497,2024-04-01,0,,0.764033,0
E00498,2024-04-01,0,,0.744277,0
E00499,2024-04-01,0,,0.796646,0
E00500,2024-04-01,1,2024-04-10,0.854015,0
E00001,2024-05-01,0,,0.805844,0
E00002,2024-05-01,0,,0.479816,0
E00003,2024-05-01,0,,0.862696,0
E00004,2024-05-01,0,,0.76764,0
E00005,2024-05-01,0,,0.753975,0
E00007,2024-05-01,0,,0.775966,0
E00008,2024-05-01,0,,0.645857,0
E00009,2024-05-01,0,,0.668675,0
E00011,2024-05-01,0,,0.872043,0
E00012,2024-05-01,0,,0.845353,0
E00013,2024-05-01,0,,0.739049,0
E00014,2024-05-01,0,,0.739922,0
E00015,2024-05-01,0,,0.803528,1
E00016,2024-05-01,0,,0.814997,0
E00017,2024-05-01,0,,0.653015,0
E00018,2024-05-01,0,,0.714434,0
E00020,2024-05-01,0,,0.656804,0
E00022,2024-05-01,0,,0.748403,0
E00023,2024-05-01,0,,0.726432,0
E00024,2024-05-01,0,,0.820683,0
E00025,2024-05-01,0,,0.780968,0
E00026,2024-05-01,0,,0.742668,0
E00027,2024-05-01,0,,0.727921,0
E00028,2024-05-01,0,,0.726723,0
E00029,2024-05-01,0,,0.713321,0
E00030,2024-05-01,0,,0.745878,0
E00031,2024-05-01,0,,0.748532,0
E00033,2024-05-01,0,,0.705973,0
E00034,2024-05-01,0,,0.772388,0
E00035,2024-05-01,0,,0.637092,0
E00037,2024-05-01,0,,0.49058,0
E00038,2024-05-01,0,,0.703982,0
E00039,2024-05-01,0,,0.712075,0
E00040,2024-05-01,0,,0.76664,0
E00041,2024-05-01,0,,0.613686,0
E00042,2024-05-01,0,,0.808176,1
E00043,2024-05-01,0,,0.641815,0
E00044,2024-05-01,0,,0.791728,0
E00045,2024-05-01,0,,0.821485,0
E00046,2024-05-01,0,,0.78854,0
E00047,2024-05-01,1,2024-06-20,0.760692,0
E00048,2024-05-01,1,2024-05-31,0.758466,0
E00049,2024-05-01,0,,0.742742,0
E00050,2024-05-01,0,,0.777157,0
E00051,2024-05-01,0,,0.789637,0
E00052,2024-05-01,0,,0.566054,0
E00053,2024-05-01,0,,0.649102,0
E00054,2024-05-01,0,,0.644293,0
E00055,2024-05-01,1,2024-06-03,0.726113,0
E00056,2024-05-01,0,,0.600184,0
E00058,2024-05-01,0,,0.765116,0
E00059,2024-05-01,0,,0.784048,0
E00060,2024-05-01,0,,0.787771,0
E00061,2024-05-01,0,,0.852494,1
E00062,2024-05-01,0,,0.599265,0
E00063,2024-05-01,0,,0.603057,0
E00064,2024-05-01,0,,0.784304,0
E00065,2024-05-01,0,,0.625144,0
E00067,2024-05-01,0,,0.788792,0
E00069,2024-05-01,0,,0.763173,0
E00070,2024-05-01,0,,0.832813,0
E00071,2024-05-01,0,,0.755601,0
E00072,2024-05-01,0,,0.59322,0
E00073,2024-05-01,0,,0.757152,0
E00074,2024-05-01,0,,0.749458,0
E00075,2024-05-01,0,,0.688207,0
E00078,2024-05-01,0,,0.749854,0
E00079,2024-05-01,0,,0.819032,1
E00080,2024-05-01,0,,0.60686,0
E00082,2024-05-01,0,,0.854622,0
E00084,2024-05-01,0,,0.586413,0
E00085,2024-05-01,1,2024-06-06,0.87893,1
E00086,2024-05-01,0,,0.628265,0
E00087,2024-05-01,0,,0.699716,0
E00090,2024-05-01,0,,0.745166,0
E00091,2024-05-01,0,,0.685348,0
E00092,2024-05-01,0,,0.666427,0
E00093,2024-05-01,1,2024-05-29,0.669508,0
E00094,2024-05-01,0,,0.568357,0
E00095,2024-05-01,0,,0.724905,0
E00096,2024-05-01,1,2024-07-20,0.759727,0
E00097,2024-05-01,1,2024-05-23,0.734228,0
E00099,2024-05-01,0,,0.687652,0
E00100,2024-05-01,0,,0.639938,0
E00101,2024-05-01,0,,0.867523,0
E00102,2024-05-01,0,,0.838271,1
E00104,2024-05-01,0,,0.657332,0
E00106,2024-05-01,0,,0.8053,0
E00107,2024-05-01,0,,0.831175,1
E00109,2024-05-01,0,,0.785345,0
E00110,2024-05-01,0,,0.815418,0
E00111,2024-05-01,0,,0.782496,0
E00112,2024-05-01,0,,0.675774,0
E00114,2024-05-01,0,,0.415918,0
E00116,2024-05-01,1,2024-07-27,0.659571,0
E00117,2024-05-01,0,,0.801718,0
E00118,2024-05-01,0,,0.729646,0
E00119,2024-05-01,0,,0.733923,0
E00120,2024-05-01,0,,0.724926,0
E00121,2024-05-01,0,,0.826344,1
E00122,2024-05-01,0,,0.604788,0
E00123,2024-05-01,0,,0.640613,0
E00124,2024-05-01,0,,0.721529,0
E00125,2024-05-01,0,,0.587364,0
E00126,2024-05-01,0,,0.575283,0
E00127,2024-05-01,0,,0.681246,0
E00128,2024-05-01,0,,0.727153,0
E00129,2024-05-01,0,,0.80727,1
E00130,2024-05-01,0,,0.835082,1
E00131,2024-05-01,0,,0.796813,1
E00133,2024-05-01,0,,0.916729,1
E00134,2024-05-01,0,,0.846132,0
E00135,2024-05-01,0,,0.684552,0
E00136,2024-05-01,0,,0.546007,0
E00137,2024-05-01,0,,0.770943,0
E00138,2024-05-01,0,,0.616205,0
E00139,2024-05-01,0,,0.838603,1
E00140,2024-05-01,0,,0.81193,0
E00141,2024-05-01,0,,0.693153,0
E00142,2024-05-01,0,,0.784138,0
E00143,2024-05-01,0,,0.838053,1
E00144,2024-05-01,0,,0.637396,0
E00145,2024-05-01,0,,0.379802,0
E00146,2024-05-01,0,,0.765287,0
E00147,2024-05-01,0,,0.877923,1
E00149,2024-05-01,0,,0.780994,0
E00150,2024-05-01,0,,0.702085,0
E00152,2024-05-01,0,,0.787356,0
E00154,2024-05-01,0,,0.874273,1
E00155,2024-05-01,0,,0.727799,0
E00156,2024-05-01,0,,0.705336,0
E00157,2024-05-01,0,,0.771814,0
E00158,2024-05-01,0,,0.700851,0
E00159,2024-05-01,0,,0.835493,0
E00160,2024-05-01,0,,0.743583,0
E00161,2024-05-01,0,,0.85768,0
E00162,2024-05-01,0,,0.769308,0
E00163,2024-05-01,0,,0.632446,0
E00164,2024-05-01,0,,0.578948,0
E00165,2024-05-01,0,,0.78548,0
E00166,2024-05-01,0,,0.782126,0
E00167,2024-05-01,0,,0.916853,1
E00168,2024-05-01,0,,0.617784,0
E00169,2024-05-01,0,,0.712908,0
E00170,2024-05-01,0,,0.635222,0
E00171,2024-05-01,0,,0.651583,0
E00172,2024-05-01,0,,0.631142,0
E00173,2024-05-01,0,,0.825395,1
E00174,2024-05-01,0,,0.628355,0
E00175,2024-05-01,0,,0.796026,1
E00176,2024-05-01,0,,0.651991,0
E00177,2024-05-01,0,,0.768978,0
E00179,2024-05-01,0,,0.788632,0
E00180,2024-05-01,0,,0.580013,0
E00181,2024-05-01,0,,0.64635,0
E00182,2024-05-01,0,,0.81949,0
E00183,2024-05-01,0,,0.624108,0
E00184,2024-05-01,0,,0.793467,0
E00185,2024-05-01,0,,0.761049,0
E00186,2024-05-01,0,,0.75524,0
E00187,2024-05-01,0,,0.532318,0
E00188,2024-05-01,0,,0.841365,1
E00189,2024-05-01,0,,0.807034,1
E00190,2024-05-01,1,2024-07-22,0.750637,0
E00191,2024-05-01,0,,0.807839,1
E00193,2024-05-01,0,,0.376858,0
E00196,2024-05-01,0,,0.594036,0
E00197,2024-05-01,1,2024-05-25,0.487632,0
E00199,2024-05-01,0,,0.688754,0
E00200,2024-05-01,0,,0.595834,0
E00201,2024-05-01,0,,0.651757,0
E00202,2024-05-01,0,,0.68874,0
E00203,2024-05-01,0,,0.822877,1
E00204,2024-05-01,0,,0.612073,0
E00205,2024-05-01,0,,0.658495,0
E00206,2024-05-01,0,,0.796608,0
E00207,2024-05-01,0,,0.611306,0
E00209,2024-05-01,0,,0.783416,0
E00210,2024-05-01,0,,0.678904,0
E00213,2024-05-01,0,,0.627439,0
E00214,2024-05-01,0,,0.787625,0
E00215,2024-05-01,0,,0.677185,0
E00216,2024-05-01,0,,0.69193,0
E00217,2024-05-01,0,,0.805426,1
E00218,2024-05-01,0,,0.865338,1
E00219,2024-05-01,0,,0.81864,1
E00221,2024-05-01,0,,0.785427,0
E00223,2024-05-01,0,,0.616272,0
E00224,2024-05-01,0,,0.645987,0
E00225,2024-05-01,0,,0.665947,0
