employee_id,period_start,business_unit_id,job_family,job_level,tenure_years,engagement_score,performance_rating,compa_ratio,workload_index,manager_change_flag,attrition_risk_score,attrition_in_3m,termination_date,had_intervention_this_period,base_salary,replacement_cost_estimate,intervention_type,intervention_cost,expected_mechanism
E00149,2024-04-01,BU08,IT,IC1,6.048,0.508,3.09,0.6,0.509,0,,0.0,,1.0,51450,92275.19,retention_bonus,3500.0,short_term_retention
E00150,2024-04-01,BU09,IT,IC1,5.068,0.614,3.06,0.757,0.662,0,,0.0,,0.0,85560,73171.63,,,
E00151,2024-04-01,BU09,IT,IC1,6.927,0.54,3.76,0.71,0.756,0,,,,,72402,79614.72,,,
E00152,2024-04-01,BU04,IT,IC1,0.0,0.542,3.21,0.702,0.853,0,,0.0,,0.0,80585,177322.03,,,
E00153,2024-04-01,BU05,IT,IC1,1.133,0.531,3.58,0.785,0.734,0,,,,,60517,127294.57,,,
E00154,2024-04-01,BU02,IT,IC1,3.551,0.777,3.28,0.6,0.754,0,,0.0,,0.0,37694,84068.9,,,
E00155,2024-04-01,BU09,IT,IC1,2.24,0.562,3.82,0.6,0.648,0,,0.0,,0.0,40533,89906.42,,,
E00156,2024-04-01,BU08,IT,IC1,4.208,0.589,2.99,0.804,0.452,0,,0.0,,0.0,77745,49399.51,,,
E00157,2024-04-01,BU03,IT,IC1,9.911,0.709,3.95,0.789,0.654,0,,0.0,,0.0,63563,119102.39,,,
E00158,2024-04-01,BU09,IT,IC1,9.823,0.628,3.8,1.043,0.631,0,,0.0,,0.0,93067,45297.56,,,
E00159,2024-04-01,BU03,IT,IC1,1.771,0.54,3.26,0.65,0.451,0,,0.0,,0.0,66346,140257.3,,,
E00160,2024-04-01,BU09,IT,IC1,0.074,0.512,3.09,0.6,0.644,0,,0.0,,1.0,39575,105958.75,manager_coaching,1200.0,improve_manager_experience
E00161,2024-04-01,BU02,IT,IC1,1.733,0.536,3.57,0.6,0.72,0,,0.0,,0.0,49878,292744.0,,,
E00162,2024-04-01,BU10,IT,IC1,6.557,0.585,3.4,0.939,0.757,0,,0.0,,0.0,72961,60953.37,,,
E00163,2024-04-01,BU09,IT,IC1,1.372,0.541,3.7,0.971,0.554,0,,0.0,,0.0,76774,95485.29,,,
E00164,2024-04-01,BU08,IT,IC1,7.258,0.539,3.8,0.984,0.457,0,,0.0,,0.0,80764,224617.66,,,
E00165,2024-04-01,BU09,IT,IC1,3.431,0.431,3.59,0.6,0.621,0,,0.0,,0.0,41482,170937.08,,,
E00166,2024-04-01,BU05,IT,IC1,4.646,0.609,2.97,0.6,0.763,0,,0.0,,0.0,39326,73103.39,,,
E00167,2024-04-01,BU02,IT,IC1,2.776,0.607,2.93,0.6,0.438,0,,0.0,,0.0,56026,110603.92,,,
E00168,2024-04-01,BU08,IT,IC1,0.0,0.423,3.53,1.545,0.527,0,,0.0,,0.0,99114,100090.01,,,
E00169,2024-04-01,BU06,IT,IC1,1.632,0.474,3.13,0.6,0.532,0,,0.0,,0.0,46964,113528.09,,,
E00170,2024-04-01,BU08,IT,IC1,5.314,0.568,3.55,0.661,0.512,0,,0.0,,0.0,70210,73022.24,,,
E00171,2024-04-01,BU05,IT,IC1,9.897,0.599,3.73,0.771,0.631,0,,0.0,,0.0,70212,96060.29,,,
E00172,2024-04-01,BU10,IT,IC1,7.608,0.697,4.06,0.675,0.891,0,,0.0,,0.0,78141,48717.9,,,
E00173,2024-04-01,BU02,IT,IC1,0.474,0.728,3.72,0.828,0.593,0,,0.0,,0.0,107211,106269.23,,,
E00174,2024-04-01,BU06,IT,IC1,2.272,0.532,3.24,1.266,0.624,0,,0.0,,0.0,103432,122447.15,,,
E00175,2024-04-01,BU05,IT,IC1,0.0,0.472,3.34,0.603,0.716,0,,0.0,,0.0,48625,90272.37,,,
E00176,2024-04-01,BU05,IT,IC1,4.465,0.66,3.95,0.6,0.768,0,,0.0,,0.0,28731,48346.67,,,
E00177,2024-04-01,BU01,IT,IC1,2.656,0.521,3.65,0.6,0.56,0,,0.0,,0.0,47217,156023.95,,,
E00178,2024-04-01,BU02,IT,IC1,1.446,0.524,3.21,0.643,0.657,0,,1.0,2024-05-26,0.0,61481,117825.7,,,
E00179,2024-04-01,BU08,IT,IC1,6.264,0.732,3.39,0.6,0.77,0,,0.0,,0.0,52756,72129.52,,,
E00180,2024-04-01,BU03,IT,IC1,10.127,0.646,3.77,1.6,0.524,0,,0.0,,0.0,119225,88137.67,,,
E00181,2024-04-01,BU10,IT,IC1,9.325,0.491,3.72,0.908,0.576,0,,0.0,,0.0,60269,50900.31,,,
E00182,2024-04-01,BU03,IT,IC1,0.277,0.593,3.26,0.775,0.766,0,,0.0,,0.0,75267,63037.87,,,
E00183,2024-04-01,BU08,IT,IC1,6.858,0.698,2.66,0.952,0.539,0,,0.0,,0.0,64604,78504.43,,,
E00184,2024-04-01,BU08,IT,IC1,3.515,0.568,3.02,0.815,0.62,0,,0.0,,0.0,53033,173809.44,,,
E00185,2024-04-01,BU02,IT,IC1,9.002,0.687,2.55,0.6,0.827,0,,0.0,,1.0,30525,74992.92,retention_bonus,3500.0,short_term_retention
E00186,2024-04-01,BU08,IT,IC1,7.357,0.572,3.11,0.869,0.697,0,,0.0,,0.0,58249,133388.55,,,
E00187,2024-04-01,BU01,IT,IC1,9.774,0.554,3.8,1.6,0.716,0,,0.0,,0.0,187049,78486.6,,,
E00188,2024-04-01,BU06,IT,IC1,6.198,0.664,3.67,0.6,0.657,0,,0.0,,0.0,38733,111803.92,,,
E00189,2024-04-01,BU08,IT,IC1,9.563,0.592,3.27,0.6,0.686,0,,0.0,,0.0,31723,93835.4,,,
E00190,2024-04-01,BU03,IT,IC1,3.209,0.518,3.13,1.064,0.783,0,,0.0,,0.0,117917,148123.39,,,
E00191,2024-04-01,BU08,IT,IC1,9.864,0.657,3.1,1.063,1.0,0,,0.0,,1.0,77632,78610.48,role_transfer,800.0,increase_internal_mobility_fit
E00192,2024-04-01,BU01,IT,IC1,0.0,0.525,3.57,0.751,0.69,0,,,,,63933,49280.7,,,
E00193,2024-04-01,BU09,IT,IC1,9.311,0.618,4.07,1.459,0.522,0,,0.0,,0.0,96465,53693.56,,,
E00194,2024-04-01,BU09,IT,IC1,9.032,0.683,3.57,0.73,0.52,0,,,,,44756,78714.34,,,
E00195,2024-04-01,BU05,IT,IC1,8.813,0.483,3.17,0.623,0.85,0,,,,,57682,57002.39,manager_coaching,1200.0,improve_manager_experience
E00196,2024-04-01,BU10,IT,IC1,5.139,0.435,3.92,1.339,0.56,0,,0.0,,0.0,83642,120273.17,,,
E00197,2024-04-01,BU04,IT,IC1,4.033,0.663,3.24,1.592,0.833,0,,0.0,,0.0,125320,81091.21,,,
E00198,2024-04-01,BU06,IT,IC1,5.854,0.519,2.95,0.6,0.827,0,,,,,39776,291122.21,retention_bonus,3500.0,short_term_retention
E00199,2024-04-01,BU07,IT,IC1,9.528,0.552,3.78,1.031,0.562,0,,0.0,,0.0,93738,45750.31,,,
E00200,2024-04-01,BU05,IT,IC1,10.094,0.444,3.54,1.06,0.806,0,,0.0,,0.0,68435,109596.46,,,
E00201,2024-04-01,BU10,IT,IC1,7.477,0.669,3.58,0.821,0.437,0,,0.0,,0.0,63391,60195.12,,,
E00202,2024-04-01,BU09,IT,IC1,8.663,0.584,3.14,0.616,0.634,0,,0.0,,0.0,59712,80089.09,,,
E00203,2024-04-01,BU03,IT,IC1,6.111,0.636,3.32,0.6,0.661,0,,0.0,,0.0,36878,106570.74,,,
E00204,2024-04-01,BU07,IT,IC1,0.35,0.442,2.79,0.863,0.67,0,,0.0,,0.0,83875,35119.38,,,
E00205,2024-04-01,BU10,IT,IC1,4.851,0.508,3.55,0.6,0.686,0,,0.0,,1.0,45534,111245.77,manager_coaching,1200.0,improve_manager_experience
E00206,2024-01-01,BU10,IT,IC1,3.723,0.557,3.74,0.6,0.834,0,,0.0,,1.0,41032,235445.28,comp_adjustment,5000.0,reduce_comp_gap
E00207,2024-04-01,BU05,IT,IC1,6.653,0.56,4.07,1.164,0.582,0,,0.0,,0.0,81627,81542.39,,,
E00208,2024-01-01,BU07,IT,IC1,4.246,0.493,3.65,0.647,0.773,0,,0.0,,1.0,78921,112402.22,comp_adjustment,5000.0,reduce_comp_gap
E00209,2024-04-01,BU02,IT,IC1,0.0,0.481,3.1,0.717,0.835,0,,0.0,,0.0,61553,158599.94,,,
E00210,2024-04-01,BU04,IT,IC1,3.201,0.559,2.91,1.136,0.555,0,,0.0,,0.0,87364,92887.69,,,
E00211,2024-04-01,BU02,IT,IC1,0.093,0.381,2.89,1.507,0.607,0,,,,,98625,76994.82,,,
E00212,2024-04-01,BU07,IT,IC1,10.245,0.502,3.12,1.015,0.601,0,,,,,94644,35912.62,,,
E00213,2024-04-01,BU02,IT,IC1,4.345,0.606,3.76,0.712,0.775,0,,0.0,,0.0,49767,133435.21,,,
E00214,2024-04-01,BU01,IT,IC1,2.875,0.615,3.68,1.053,0.424,0,,0.0,,0.0,85386,95034.92,,,
E00215,2024-04-01,BU09,IT,IC1,5.473,0.638,3.28,1.059,0.725,0,,0.0,,0.0,64478,63399.91,,,
E00216,2024-04-01,BU01,IT,IC1,6.511,0.49,3.34,0.981,0.58,0,,0.0,,0.0,109542,105862.25,,,
E00217,2024-04-01,BU08,IT,IC1,8.805,0.562,3.78,0.6,0.808,0,,0.0,,0.0,57337,76900.63,,,
E00218,2024-04-01,BU02,IT,IC1,4.345,0.507,3.6,0.6,0.681,0,,0.0,,0.0,52851,78836.68,,,
E00219,2024-04-01,BU08,IT,IC1,4.367,0.615,3.02,0.6,0.704,0,,0.0,,1.0,48299,131367.82,manager_coaching,1200.0,improve_manager_experience
E00220,2024-04-01,BU03,IT,IC1,0.192,0.704,3.43,0.973,0.644,0,,,,,63975,54756.61,,,
E00221,2024-04-01,BU06,IT,IC1,10.185,0.607,3.44,0.791,0.931,0,,0.0,,0.0,70499,160206.25,,,
E00222,2024-04-01,BU03,IT,IC1,2.097,0.486,3.53,0.885,0.619,0,,,,,70975,53314.66,,,
E00223,2024-04-01,BU07,IT,IC1,0.0,0.455,3.22,1.078,0.749,0,,0.0,,0.0,67657,74214.13,,,
E00224,2024-04-01,BU10,IT,IC1,5.035,0.551,3.1,0.78,0.696,0,,0.0,,1.0,75725,237578.0,manager_coaching,1200.0,improve_manager_experience
E00225,2024-01-01,BU09,IT,IC1,8.235,0.481,2.88,0.6,0.915,0,,0.0,,1.0,55388,166081.7,comp_adjustment,5000.0,reduce_comp_gap
E00226,2024-04-01,BU02,IT,IC1,6.864,0.531,3.61,0.6,0.848,0,,0.0,,1.0,44118,104490.06,role_transfer,800.0,increase_internal_mobility_fit
E00227,2024-04-01,BU05,IT,IC1,0.0,0.377,2.91,0.6,0.59,0,,0.0,,0.0,42790,65492.24,,,
E00228,2024-04-01,BU06,IT,IC1,6.834,0.679,3.62,0.628,0.703,0,,0.0,,0.0,84227,78806.67,,,
E00229,2024-04-01,BU04,IT,IC1,7.288,0.679,3.33,1.171,0.735,0,,0.0,,0.0,70588,103352.36,,,
E00230,2024-04-01,BU04,IT,IC1,1.221,0.624,3.93,0.6,0.806,0,,0.0,,0.0,31271,101702.88,,,
E00231,2024-04-01,BU04,IT,IC1,7.86,0.644,3.58,0.622,0.654,0,,0.0,,0.0,87892,95993.29,,,
E00232,2024-04-01,BU02,IT,IC1,7.849,0.565,3.68,1.6,0.754,0,,0.0,,0.0,115630,98622.12,,,
E00233,2024-04-01,BU04,IT,IC1,6.76,0.574,3.44,0.6,0.569,0,,0.0,,0.0,46603,90803.82,,,
E00234,2024-04-01,BU01,IT,IC1,4.038,0.606,3.05,0.743,0.959,0,,,,,67350,52262.53,,,
E00235,2024-04-01,BU06,IT,IC1,6.864,0.596,3.16,0.6,0.835,0,,0.0,,1.0,50731,79260.54,manager_coaching,1200.0,improve_manager_experience
E00236,2024-04-01,BU01,IT,IC1,1.708,0.552,3.12,0.844,0.782,0,,0.0,,0.0,74601,150920.17,,,
E00237,2024-01-01,BU10,IT,IC1,9.903,0.64,2.86,0.6,0.662,0,,0.0,,1.0,39811,54023.53,comp_adjustment,5000.0,reduce_comp_gap
E00238,2024-04-01,BU06,IT,IC1,2.875,0.668,2.9,0.6,0.804,0,,0.0,,0.0,58395,91823.68,,,
E00239,2024-04-01,BU01,IT,IC1,3.866,0.575,3.14,1.302,0.95,0,,0.0,,0.0,84412,69150.2,,,
E00240,2024-04-01,BU06,IT,IC1,8.479,0.548,3.3,0.834,0.732,0,,0.0,,0.0,92272,105138.43,,,
E00241,2024-04-01,BU10,IT,IC1,2.456,0.661,3.23,1.064,0.794,0,,0.0,,0.0,69513,83955.36,,,
E00242,2024-04-01,BU08,IT,IC1,10.034,0.568,3.62,0.659,0.56,0,,0.0,,0.0,53174,194415.44,,,
E00243,2024-04-01,BU02,IT,IC1,0.192,0.54,3.29,0.6,0.629,0,,0.0,,0.0,34289,125603.81,,,
E00244,2024-04-01,BU02,IT,IC1,1.862,0.537,3.85,0.6,0.422,0,,1.0,2024-05-25,0.0,45929,55415.47,,,
E00245,2024-04-01,BU04,IT,IC1,1.509,0.633,3.92,0.6,0.631,0,,0.0,,0.0,50805,135263.24,,,
E00246,2024-04-01,BU03,IT,IC1,9.229,0.665,3.81,0.6,0.815,0,,0.0,,0.0,46901,70568.0,,,
E00247,2024-01-01,BU04,IT,IC1,4.041,0.471,3.03,0.6,0.809,0,,0.0,,1.0,61135,77132.28,comp_adjustment,5000.0,reduce_comp_gap
E00248,2024-04-01,BU07,IT,IC1,0.986,0.41,3.43,0.6,0.648,0,,0.0,,1.0,53122,115167.63,retention_bonus,3500.0,short_term_retention
E00249,2024-04-01,BU01,IT,IC1,8.249,0.717,3.02,0.978,0.845,0,,0.0,,0.0,63592,80148.72,,,
E00250,2024-04-01,BU06,IT,IC1,4.216,0.592,3.84,0.775,0.643,0,,0.0,,0.0,91210,149449.02,,,
E00251,2024-04-01,BU03,IT,IC1,0.608,0.585,3.29,0.6,0.628,0,,0.0,,0.0,51934,70572.51,,,
E00252,2024-04-01,BU10,IT,IC1,2.114,0.536,3.86,0.6,0.499,0,,0.0,,0.0,36901,75689.86,,,
E00253,2024-04-01,BU07,IT,IC1,6.261,0.496,3.33,0.763,0.589,0,,0.0,,0.0,46836,74425.85,,,
E00254,2024-04-01,BU10,IT,IC1,9.604,0.796,3.22,1.149,0.602,0,,0.0,,0.0,73442,77527.5,,,
E00255,2024-04-01,BU02,IT,IC1,8.704,0.633,3.73,1.106,0.63,0,,,,,75908,163990.15,,,
E00256,2024-04-01,BU02,IT,IC1,9.457,0.68,3.72,1.066,0.721,0,,,,,69018,132704.99,,,
E00257,2024-04-01,BU04,IT,IC1,5.467,0.541,3.48,1.217,0.679,0,,0.0,,0.0,94396,215863.22,,,
E00258,2024-04-01,BU01,IT,IC1,6.122,0.643,2.88,0.6,0.542,0,,0.0,,0.0,56093,277441.49,,,
E00259,2024-04-01,BU03,IT,IC1,0.0,0.561,3.32,1.564,0.437,0,,0.0,,0.0,122793,62887.51,,,
E00260,2024-04-01,BU09,IT,IC1,3.784,0.669,3.44,1.173,0.731,0,,0.0,,0.0,79727,103219.6,,,
E00261,2024-04-01,BU07,IT,IC1,2.04,0.493,3.37,0.6,0.75,0,,0.0,,0.0,24755,58902.29,,,
E00262,2024-04-01,BU07,IT,IC1,1.415,0.55,4.14,1.6,0.765,0,,0.0,,0.0,112446,70474.26,,,
E00263,2024-04-01,BU04,IT,IC1,8.129,0.487,3.56,0.645,0.787,0,,0.0,,0.0,45778,75311.52,,,
E00264,2024-04-01,BU02,IT,IC1,7.283,0.523,3.41,0.6,0.851,0,,0.0,,1.0,41692,62143.77,manager_coaching,1200.0,improve_manager_experience
E00265,2024-04-01,BU04,IT,IC1,8.211,0.619,3.04,0.917,0.651,0,,0.0,,0.0,71921,62291.25,,,
E00266,2024-04-01,BU06,IT,IC1,6.787,0.546,2.89,0.6,0.663,0,,0.0,,0.0,32586,93713.5,,,
E00267,2024-04-01,BU03,IT,IC1,2.33,0.592,2.49,0.6,0.699,0,,0.0,,0.0,46938,57838.05,,,
E00268,2024-04-01,BU01,IT,IC1,4.862,0.592,3.35,1.261,0.762,0,,,,,103258,146076.04,,,
E00269,2024-04-01,BU08,IT,IC1,2.341,0.444,3.44,0.928,0.591,0,,0.0,,0.0,72742,66166.95,,,
E00270,2024-04-01,BU05,IT,IC1,9.539,0.56,3.15,0.674,0.718,0,,0.0,,0.0,79561,300000.0,,,
E00271,2024-04-01,BU05,IT,IC1,3.201,0.43,3.4,0.615,0.645,0,,0.0,,0.0,47576,81617.78,,,
E00272,2024-04-01,BU04,IT,IC1,6.738,0.492,3.43,0.6,0.825,0,,,,,34946,103293.88,workload_rebalance,500.0,reduce_burnout_risk
E00273,2024-04-01,BU06,IT,IC1,0.0,0.545,4.11,0.604,0.725,0,,0.0,,0.0,76679,55827.5,,,
E00274,2024-04-01,BU03,IT,IC1,9.911,0.681,3.05,1.247,0.502,0,,0.0,,0.0,82917,215489.35,,,
E00275,2024-04-01,BU09,IT,IC1,3.162,0.521,3.26,0.899,0.653,0,,,,,81613,165495.75,,,
E00276,2024-04-01,BU05,IT,IC1,6.396,0.452,3.06,0.627,0.615,0,,0.0,,0.0,64420,114294.94,,,
E00277,2024-01-01,BU03,IT,IC1,5.027,0.495,3.56,0.6,0.722,0,,0.0,,1.0,42682,54549.53,comp_adjustment,5000.0,reduce_comp_gap
E00278,2024-04-01,BU01,IT,IC1,2.735,0.426,3.35,1.6,0.698,0,,,,,140536,109943.9,,,
E00279,2024-04-01,BU10,IT,IC1,6.828,0.545,3.05,0.671,0.62,0,,0.0,,1.0,70822,60372.05,retention_bonus,3500.0,short_term_retention
E00280,2024-04-01,BU06,IT,IC1,7.307,0.62,3.55,0.878,0.731,0,,0.0,,0.0,56339,193104.22,,,
E00281,2024-04-01,BU02,IT,IC1,2.138,0.636,3.34,0.845,0.559,0,,0.0,,0.0,56426,143927.23,,,
E00282,2024-04-01,BU03,IT,IC1,7.784,0.823,3.83,0.722,0.712,0,,,,,63093,104388.32,,,
E00283,2024-04-01,BU01,IT,IC1,2.127,0.512,3.22,1.113,0.689,0,,0.0,,0.0,87061,35000.0,,,
E00284,2024-04-01,BU09,IT,IC1,9.161,0.732,2.96,1.048,0.594,0,,0.0,,0.0,63983,64240.44,,,
E00285,2024-04-01,BU08,IT,IC1,9.09,0.718,3.74,0.706,0.93,0,,,,,80860,136273.34,,,
E00286,2024-04-01,BU02,IT,IC1,8.416,0.598,3.0,0.81,0.66,0,,,,,63132,172598.46,,,
E00287,2024-04-01,BU08,IT,IC1,5.027,0.553,3.51,0.6,0.335,0,,1.0,2024-04-14,0.0,57565,164728.16,,,
E00288,2024-04-01,BU09,IT,IC1,8.104,0.709,3.78,0.726,0.746,0,,0.0,,0.0,74940,48850.49,,,
E00289,2024-04-01,BU01,IT,IC1,1.927,0.516,3.09,0.738,0.678,0,,0.0,,1.0,73950,114533.66,workload_rebalance,500.0,reduce_burnout_risk
E00290,2024-04-01,BU05,IT,IC1,6.535,0.361,3.5,0.654,0.499,0,,,,,56423,157930.02,workload_rebalance,500.0,reduce_burnout_risk
E00291,2024-04-01,BU08,IT,IC1,9.818,0.487,3.43,0.6,0.724,0,,0.0,,1.0,46064,47414.08,retention_bonus,3500.0,short_term_retention
E00292,2024-04-01,BU02,IT,IC1,7.228,0.58,2.65,1.025,0.947,0,,0.0,,0.0,67481,99644.93,,,
E00293,2024-04-01,BU04,IT,IC1,9.667,0.5,3.07,0.675,0.661,0,,0.0,,0.0,61539,113114.35,,,
E00294,2024-04-01,BU07,IT,IC1,5.268,0.702,3.4,0.816,0.759,0,,0.0,,0.0,49306,87341.53,,,
E00295,2024-04-01,BU03,IT,IC1,6.691,0.562,2.59,0.6,0.724,0,,,,,44585,43453.76,retention_bonus,3500.0,short_term_retention
E00296,2024-04-01,BU05,IT,IC1,2.494,0.51,3.12,0.894,0.777,0,,0.0,,0.0,69125,86367.03,,,
E00297,2024-04-01,BU08,IT,IC1,3.023,0.53,3.21,0.6,0.917,0,,0.0,,0.0,72586,86304.59,,,
E00298,2024-04-01,BU10,IT,IC1,4.189,0.736,3.93,0.6,0.747,0,,1.0,2024-04-13,0.0,52785,93553.89,,,
E00299,2024-04-01,BU03,IT,IC1,7.847,0.448,3.66,0.778,0.518,0,,0.0,,0.0,48875,77603.15,,,
E00300,2024-04-01,BU04,IT,IC1,9.982,0.592,2.72,0.64,0.552,0,,0.0,,0.0,44775,81925.86,,,
E00301,2024-04-01,BU09,IT,IC1,9.443,0.661,2.9,0.728,0.457,0,,0.0,,0.0,68445,98229.09,,,
E00302,2024-04-01,BU07,IT,IC1,0.0,0.533,3.36,0.6,0.63,0,,,,,45189,122030.96,,,
E00303,2024-04-01,BU01,IT,IC1,8.211,0.565,3.14,1.6,0.463,0,,0.0,,0.0,131189,87197.72,,,
E00304,2024-04-01,BU04,IT,IC1,4.49,0.54,4.38,0.6,0.693,0,,0.0,,0.0,51865,83165.13,,,
E00305,2024-04-01,BU04,IT,IC1,4.244,0.634,3.33,0.6,0.587,0,,0.0,,0.0,25621,104243.5,,,
E00306,2024-04-01,BU09,IT,IC1,4.285,0.604,3.73,0.6,0.847,0,,0.0,,0.0,59245,42129.91,,,
E00307,2024-04-01,BU06,IT,IC1,5.002,0.599,3.3,0.91,0.653,0,,0.0,,0.0,58363,123944.76,,,
E00308,2024-04-01,BU09,IT,IC1,4.594,0.624,3.53,1.116,0.579,0,,0.0,,0.0,88354,99974.66,,,
E00309,2024-04-01,BU06,IT,IC1,7.88,0.686,3.06,0.82,0.675,0,,0.0,,0.0,66227,101802.26,,,
E00310,2024-04-01,BU06,IT,IC1,5.144,0.621,3.39,0.6,0.572,0,,0.0,,0.0,44719,154084.42,,,
E00311,2024-04-01,BU05,IT,IC1,2.831,0.634,3.52,0.714,0.641,0,,0.0,,0.0,54164,41529.47,,,
E00312,2024-04-01,BU05,IT,IC1,0.0,0.626,3.25,0.673,0.751,0,,0.0,,0.0,67144,41138.52,,,
E00313,2024-04-01,BU02,IT,IC1,0.101,0.462,3.28,0.6,0.576,0,,0.0,,0.0,28067,113112.39,,,
E00314,2024-04-01,BU08,IT,IC1,8.381,0.606,3.28,0.847,0.799,0,,,,,95656,99680.25,,,
E00315,2024-04-01,BU08,IT,IC1,5.352,0.712,3.58,0.6,0.641,0,,,,,44761,107958.81,,,
E00316,2024-04-01,BU01,IT,IC1,9.38,0.552,3.34,1.554,0.78,0,,0.0,,0.0,98318,81224.18,,,
E00317,2024-04-01,BU08,IT,IC1,10.059,0.727,3.92,0.712,0.81,0,,0.0,,0.0,68690,134845.45,,,
E00318,2024-04-01,BU05,IT,IC1,5.541,0.643,3.7,1.145,0.534,0,,0.0,,0.0,74634,152148.6,,,
E00319,2024-04-01,BU02,IT,IC1,7.743,0.599,3.05,1.389,0.781,0,,0.0,,0.0,89527,124332.85,,,
E00320,2024-04-01,BU02,IT,IC1,6.7,0.637,3.22,0.676,0.662,0,,0.0,,0.0,73174,88925.36,,,
E00321,2024-04-01,BU06,IT,IC1,7.403,0.559,3.01,0.927,0.56,0,,0.0,,0.0,75774,38733.7,,,
E00322,2024-04-01,BU09,IT,IC1,9.777,0.566,3.04,0.6,0.871,0,,,,,56526,141362.35,workload_rebalance,500.0,reduce_burnout_risk
E00323,2024-04-01,BU01,IT,IC1,9.613,0.595,3.37,0.876,0.774,0,,0.0,,0.0,68204,173286.81,,,
E00324,2024-04-01,BU06,IT,IC1,5.966,0.601,3.8,0.6,0.777,0,,0.0,,0.0,48746,133649.6,,,
E00325,2024-04-01,BU09,IT,IC1,4.608,0.641,3.3,0.911,0.602,0,,1.0,2024-06-16,0.0,53093,67311.5,,,
E00326,2024-04-01,BU08,IT,IC1,7.959,0.596,2.96,1.576,0.538,0,,0.0,,0.0,119091,135419.54,,,
E00327,2024-04-01,BU06,IT,IC1,1.621,0.59,2.91,0.6,0.618,0,,0.0,,0.0,45122,147290.75,,,
E00328,2024-01-01,BU03,IT,IC1,5.566,0.513,3.08,0.6,0.608,0,,0.0,,1.0,63197,201670.97,comp_adjustment,5000.0,reduce_comp_gap
E00329,2024-04-01,BU08,IT,IC1,3.061,0.633,3.28,0.76,0.739,0,,0.0,,0.0,62300,67418.58,,,
E00330,2024-04-01,BU09,IT,IC1,10.07,0.637,3.11,0.651,0.792,0,,0.0,,0.0,53704,90311.57,,,
E00331,2024-04-01,BU01,IT,IC1,5.415,0.625,3.56,0.619,0.692,0,,1.0,2024-04-26,0.0,71685,139972.03,,,
E00332,2024-04-01,BU09,IT,IC1,8.104,0.788,2.84,0.962,0.69,0,,0.0,,0.0,73600,102617.11,,,
E00333,2024-04-01,BU06,IT,IC1,9.446,0.672,3.16,0.6,0.764,0,,,,,43302,60483.63,workload_rebalance,500.0,reduce_burnout_risk
E00334,2024-04-01,BU06,IT,IC1,7.036,0.614,2.97,0.6,0.697,0,,0.0,,0.0,62036,120511.78,,,
E00335,2024-04-01,BU04,IT,IC1,6.045,0.691,3.56,0.608,0.676,0,,,,,40994,129744.6,,,
E00336,2024-04-01,BU01,IT,IC1,3.869,0.612,2.8,1.23,0.764,0,,0.0,,0.0,78904,104037.72,,,
E00337,2024-04-01,BU10,IT,IC1,9.911,0.637,3.68,0.741,0.675,0,,0.0,,0.0,63689,110386.01,,,
E00338,2024-04-01,BU08,IT,IC1,8.09,0.72,3.62,0.92,0.646,0,,0.0,,0.0,61625,89010.34,,,
E00339,2024-04-01,BU02,IT,IC1,8.287,0.581,3.12,0.979,0.527,0,,0.0,,0.0,75407,194492.91,,,
E00340,2024-04-01,BU01,IT,IC1,1.498,0.602,2.23,0.6,0.572,0,,0.0,,0.0,54370,66676.91,,,
E00341,2024-04-01,BU02,IT,IC1,0.835,0.491,3.27,0.811,0.842,0,,0.0,,0.0,82447,76774.75,,,
E00342,2024-04-01,BU01,IT,IC1,4.882,0.594,2.94,0.6,0.631,0,,0.0,,1.0,42961,100495.57,workload_rebalance,500.0,reduce_burnout_risk
E00343,2024-04-01,BU01,IT,IC1,0.824,0.544,3.67,1.01,0.48,0,,0.0,,0.0,98141,148517.01,,,
E00344,2024-04-01,BU09,IT,IC1,8.197,0.643,3.77,0.6,0.742,0,,0.0,,0.0,49374,50975.86,,,
E00345,2024-04-01,BU01,IT,IC1,2.891,0.557,3.41,0.6,0.457,0,,0.0,,0.0,33069,55453.05,,,
E00346,2024-04-01,BU04,IT,IC1,2.557,0.529,4.11,0.667,0.598,0,,0.0,,0.0,53370,39972.53,,,
E00347,2024-04-01,BU10,IT,IC1,8.331,0.531,4.26,0.631,0.71,1,,0.0,,0.0,51293,101482.16,,,
E00348,2024-04-01,BU06,IT,IC1,4.496,0.576,3.97,0.683,0.714,0,,0.0,,0.0,53230,60457.01,,,
E00349,2024-04-01,BU07,IT,IC1,4.104,0.516,3.65,0.6,0.756,0,,0.0,,0.0,64931,84109.76,,,
E00350,2024-04-01,BU02,IT,IC1,9.188,0.448,3.13,1.141,0.593,0,,1.0,2024-05-30,0.0,87925,134665.02,,,
E00351,2024-04-01,BU06,IT,IC1,0.0,0.534,3.49,0.696,0.621,0,,0.0,,0.0,55989,74924.13,,,
E00352,2024-04-01,BU07,IT,IC1,0.364,0.447,3.04,0.6,0.669,0,,0.0,,1.0,47001,110968.58,workload_rebalance,500.0,reduce_burnout_risk
E00353,2024-04-01,BU10,IT,IC1,8.572,0.716,3.2,0.6,0.598,0,,0.0,,0.0,40365,87397.63,,,
E00354,2024-04-01,BU10,IT,IC1,0.49,0.573,3.44,0.606,0.637,0,,0.0,,0.0,50825,135317.2,,,
