business_unit_id,period_start,revenue,operating_margin_pct,productivity_index,quality_incidents,avg_vacancy_days,headcount_proxy
BU006,2025-02-01,1697627.7,0.173,1.096,4,36.0,27
BU006,2025-03-01,1173860.91,0.234,1.118,2,30.7,24
BU006,2025-04-01,945481.91,0.214,1.084,2,48.1,25
BU006,2025-05-01,1179328.9,0.222,1.087,2,51.2,38
BU006,2025-06-01,1713930.66,0.259,1.181,6,52.8,25
BU006,2025-07-01,1748306.98,0.198,0.948,3,45.0,33
BU006,2025-08-01,918554.08,0.168,0.963,2,42.3,27
BU006,2025-09-01,1407416.75,0.093,0.928,5,31.9,30
BU006,2025-10-01,1783381.53,0.201,1.048,2,38.0,46
BU006,2025-11-01,1861381.99,0.146,1.111,1,34.9,32
BU006,2025-12-01,1527203.84,0.19,1.038,2,61.2,21
BU007,2020-01-01,1184104.34,0.259,1.028,2,32.8,7
BU007,2020-02-01,1660084.55,0.152,0.879,1,62.0,31
BU007,2020-03-01,1715983.58,0.169,0.938,1,41.8,33
BU007,2020-04-01,1796100.6,0.065,0.985,3,33.4,59
BU007,2020-05-01,1836081.13,0.138,1.085,1,57.9,51
BU007,2020-06-01,1754833.97,0.08,0.946,1,39.1,43
BU007,2020-07-01,1655976.85,0.223,0.851,5,26.6,42
BU007,2020-08-01,1725865.5,0.196,0.972,3,56.1,43
BU007,2020-09-01,1862043.93,0.087,0.955,1,37.4,35
BU007,2020-10-01,1537124.52,0.299,0.843,5,33.6,22
BU007,2020-11-01,972513.17,0.207,0.863,3,33.2,43
BU007,2020-12-01,1740668.65,0.184,1.041,6,42.0,48
BU007,2021-01-01,1222884.71,0.225,0.947,3,46.6,34
BU007,2021-02-01,2156725.82,0.161,1.177,3,53.3,40
BU007,2021-03-01,1906801.57,0.22,0.962,4,49.4,46
BU007,2021-04-01,1652842.46,0.095,0.983,1,28.2,50
BU007,2021-05-01,1777307.21,0.183,1.136,4,41.2,37
BU007,2021-06-01,2177082.74,0.211,1.101,3,38.7,46
BU007,2021-07-01,1416016.62,0.156,0.945,4,45.8,55
BU007,2021-08-01,1428911.99,0.117,1.249,1,36.3,32
BU007,2021-09-01,1491836.87,0.173,0.903,3,60.0,34
BU007,2021-10-01,1995806.23,0.222,1.243,2,58.6,41
BU007,2021-11-01,1212817.82,0.228,1.167,2,34.2,23
BU007,2021-12-01,1508166.68,0.184,1.183,3,46.8,25
BU007,2022-01-01,1181448.86,0.178,0.821,4,49.2,34
BU007,2022-02-01,1394548.57,0.256,0.835,3,11.0,32
BU007,2022-03-01,1955444.89,0.148,0.978,5,32.3,37
BU007,2022-04-01,2132865.0,0.251,1.061,3,42.0,25
BU007,2022-05-01,1407824.94,0.199,0.981,3,48.3,33
BU007,2022-06-01,1415485.71,0.222,0.881,1,39.3,38
BU007,2022-07-01,1479481.09,0.106,0.976,2,58.4,32
BU007,2022-08-01,833704.98,0.085,0.861,3,48.5,40
BU007,2022-09-01,1681402.44,0.131,0.845,2,49.9,33
BU007,2022-10-01,1236805.35,0.276,0.906,2,41.6,38
BU007,2022-11-01,1187299.84,0.118,0.966,1,23.2,23
BU007,2022-12-01,1705362.54,0.179,1.067,2,31.1,48
BU007,2023-01-01,2137872.59,0.182,0.977,2,42.2,32
BU007,2023-02-01,1971058.6,0.119,0.939,3,18.7,36
BU007,2023-03-01,2176876.66,0.186,0.93,6,59.5,32
BU007,2023-04-01,1611907.72,0.188,0.938,3,35.1,45
BU007,2023-05-01,2818485.95,0.221,0.805,3,35.3,28
BU007,2023-06-01,2307413.34,0.155,0.991,1,41.8,44
BU007,2023-07-01,2075177.65,0.165,1.311,3,40.0,42
BU007,2023-08-01,1972790.7,0.252,0.955,3,44.9,44
BU007,2023-09-01,1558880.1,0.156,1.232,2,27.2,39
BU007,2023-10-01,1826179.54,0.224,1.129,2,42.9,23
BU007,2023-11-01,1975103.83,0.142,1.261,3,24.7,52
BU007,2023-12-01,1704869.97,0.057,0.862,5,44.6,38
BU007,2024-01-01,1575031.3,0.182,0.996,2,58.1,49
BU007,2024-02-01,2052812.99,0.218,0.97,2,30.4,37
BU007,2024-03-01,1962878.59,0.118,0.941,3,41.0,21
BU007,2024-04-01,2471970.89,0.208,0.859,1,44.3,37
BU007,2024-05-01,1859787.49,0.12,1.015,5,38.7,27
BU007,2024-06-01,2017375.74,0.156,0.961,0,74.7,36
BU007,2024-07-01,2521583.34,0.252,1.232,2,48.2,20
BU007,2024-08-01,1236328.09,0.248,0.939,6,38.0,44
BU007,2024-09-01,1523775.62,0.138,0.941,4,20.5,53
BU007,2024-10-01,1370196.06,0.137,1.1,4,39.8,48
BU007,2024-11-01,1540520.53,0.216,0.929,1,42.3,45
BU007,2024-12-01,1071568.99,0.109,0.947,4,41.6,30
BU007,2025-01-01,1296653.0,0.235,0.934,2,43.0,41
BU007,2025-02-01,1509582.35,0.231,1.048,3,54.3,18
BU007,2025-03-01,1595629.32,0.235,0.937,6,52.6,33
BU007,2025-04-01,2228583.19,0.295,0.845,2,35.8,49
BU007,2025-05-01,1411555.25,0.153,1.004,4,38.1,53
BU007,2025-06-01,2777278.48,0.21,0.99,1,41.6,33
BU007,2025-07-01,1234983.43,0.101,0.866,4,27.6,30
BU007,2025-08-01,1642325.87,0.219,0.997,5,44.2,48
BU007,2025-09-01,2103053.33,0.214,1.141,2,54.1,27
BU007,2025-10-01,1324310.9,0.161,1.109,2,14.4,49
BU007,2025-11-01,1682268.51,0.199,0.825,2,46.8,30
BU007,2025-12-01,1733513.24,0.157,1.164,3,42.6,31
BU008,2020-01-01,3066644.38,0.153,0.931,4,56.7,66
BU008,2020-02-01,2442602.76,0.138,0.898,5,23.5,48
BU008,2020-03-01,3011267.1,0.136,0.835,4,32.5,51
BU008,2020-04-01,3255441.72,0.269,1.187,2,21.8,67
BU008,2020-05-01,3051225.56,0.22,1.106,6,42.6,45
BU008,2020-06-01,2881905.59,0.151,0.805,4,25.5,52
BU008,2020-07-01,1881000.39,0.149,1.059,1,56.0,53
BU008,2020-08-01,2584019.13,0.205,1.053,4,38.7,60
BU008,2020-09-01,2157910.18,0.218,1.214,3,50.0,71
BU008,2020-10-01,2301459.0,0.125,1.343,4,43.9,54
BU008,2020-11-01,2611851.25,0.096,1.133,3,33.1,61
BU008,2020-12-01,2974279.73,0.277,0.997,0,35.9,54
BU008,2021-01-01,2452232.67,0.069,1.176,5,46.4,55
BU008,2021-02-01,2911358.33,0.194,1.088,3,27.3,63
BU008,2021-03-01,3228275.8,0.118,1.053,3,56.8,49
BU008,2021-04-01,3016013.38,0.101,1.092,3,41.4,71
BU008,2021-05-01,2856254.76,0.237,0.959,2,37.7,60
BU008,2021-06-01,2785448.33,0.222,0.84,2,27.9,47
BU008,2021-07-01,2776082.6,0.215,0.969,5,48.1,48
BU008,2021-08-01,2949499.57,0.138,1.104,0,28.6,78
BU008,2021-09-01,2548100.66,0.188,0.905,2,65.0,34
BU008,2021-10-01,2804274.12,0.237,0.989,0,55.1,69
BU008,2021-11-01,2967194.8,0.19,1.087,4,49.1,55
BU008,2021-12-01,2565073.34,0.287,0.901,2,69.1,40
BU008,2022-01-01,2538396.24,0.142,1.106,2,63.0,50
BU008,2022-02-01,2602715.2,0.228,1.003,4,46.9,67
BU008,2022-03-01,2635864.43,0.126,0.751,2,45.4,52
BU008,2022-04-01,2530230.81,0.271,0.761,4,46.0,55
BU008,2022-05-01,2279188.24,0.14,0.889,3,41.6,55
BU008,2022-06-01,2533740.97,0.141,0.958,6,23.6,50
BU008,2022-07-01,2177859.92,0.238,0.741,4,53.5,69
BU008,2022-08-01,2533288.61,0.104,0.782,2,46.2,68
BU008,2022-09-01,2299564.05,0.113,0.917,3,27.5,61
BU008,2022-10-01,2797004.64,0.089,0.902,1,39.7,63
BU008,2022-11-01,2274793.58,0.13,1.06,4,73.8,62
BU008,2022-12-01,2141458.94,0.203,1.123,5,34.3,53
BU008,2023-01-01,2383440.89,0.331,1.107,0,40.6,50
BU008,2023-02-01,3259719.29,0.181,1.019,3,14.3,46
BU008,2023-03-01,2977382.22,0.239,0.995,4,54.0,49
BU008,2023-04-01,2716053.57,0.122,1.043,1,34.2,58
BU008,2023-05-01,3236413.43,0.21,0.896,5,32.1,28
BU008,2023-06-01,3190035.21,0.192,0.882,3,61.5,52
BU008,2023-07-01,2465153.51,0.262,1.052,1,28.7,77
BU008,2023-08-01,2428438.3,0.144,1.148,3,45.2,57
BU008,2023-09-01,2024206.74,0.183,1.212,1,28.1,79
BU008,2023-10-01,2288296.86,0.16,0.827,1,27.6,61
BU008,2023-11-01,2685467.7,0.142,0.852,5,54.2,76
BU008,2023-12-01,2838693.31,0.238,0.774,1,49.4,48
BU008,2024-01-01,2882834.38,0.164,1.091,3,32.7,51
BU008,2024-02-01,3202810.14,0.143,1.303,5,46.0,73
BU008,2024-03-01,2922293.22,0.071,0.971,1,38.5,55
BU008,2024-04-01,3401824.93,0.182,0.824,0,49.6,43
BU008,2024-05-01,2940367.92,0.218,1.095,3,44.0,55
BU008,2024-06-01,2967405.43,0.103,1.026,2,36.5,59
BU008,2024-07-01,2622643.98,0.167,0.977,5,47.7,52
BU008,2024-08-01,2910821.19,0.183,1.114,4,42.6,70
BU008,2024-09-01,2465695.14,0.248,0.991,1,46.8,57
BU008,2024-10-01,2406223.13,0.083,1.106,3,39.2,56
BU008,2024-11-01,2575327.66,0.158,0.909,1,44.9,56
BU008,2024-12-01,2769523.17,0.136,0.832,4,53.0,67
BU008,2025-01-01,2851877.15,0.222,0.967,0,50.8,50
BU008,2025-02-01,2796045.8,0.155,1.053,5,35.0,50
BU008,2025-03-01,2822300.44,0.102,0.84,3,25.2,48
BU008,2025-04-01,2540588.71,0.25,1.048,4,45.3,53
BU008,2025-05-01,2924635.81,0.186,0.928,4,30.1,42
BU008,2025-06-01,3046771.62,0.102,0.987,3,41.2,61
BU008,2025-07-01,2597444.56,0.215,0.837,1,42.9,41
BU008,2025-08-01,2452094.66,0.178,0.961,8,35.0,48
BU008,2025-09-01,2577418.67,0.302,1.131,1,33.4,35
BU008,2025-10-01,1470118.16,0.103,0.866,2,60.2,74
BU008,2025-11-01,1860488.09,0.134,1.062,5,38.9,56
BU008,2025-12-01,2860064.81,0.154,0.997,3,44.5,59
BU009,2020-01-01,2447087.94,0.115,0.993,2,36.6,40
BU009,2020-02-01,2255636.22,0.213,0.946,1,33.0,50
BU009,2020-03-01,1560135.46,0.259,1.004,3,35.1,43
BU009,2020-04-01,2459442.05,0.308,0.865,3,35.0,38
BU009,2020-05-01,2830388.62,0.249,1.233,3,53.4,66
BU009,2020-06-01,1965475.6,0.249,0.916,4,43.5,57
BU009,2020-07-01,2048310.07,0.214,1.282,4,47.3,50
BU009,2020-08-01,1501855.23,0.116,1.195,2,64.7,63
BU009,2020-09-01,2089625.59,0.252,0.971,5,45.6,51
BU009,2020-10-01,2432762.16,0.143,1.071,3,41.7,44
BU009,2020-11-01,2119924.32,0.203,1.004,3,46.8,49
BU009,2020-12-01,2354024.37,0.149,1.115,0,30.8,59
BU009,2021-01-01,2118939.71,0.168,0.961,4,51.6,61
BU009,2021-02-01,2433215.9,0.056,1.162,1,21.4,49
BU009,2021-03-01,2086415.97,0.058,1.107,2,40.6,58
BU009,2021-04-01,2760745.78,0.094,0.835,4,31.8,50
BU009,2021-05-01,2697281.07,0.109,0.934,3,36.9,49
BU009,2021-06-01,2606333.05,0.164,0.934,2,46.0,35
BU009,2021-07-01,2228007.79,0.213,0.94,3,41.9,39
BU009,2021-08-01,2898233.9,0.279,1.094,7,37.5,50
BU009,2021-09-01,1795954.2,0.243,1.1,2,39.8,53
BU009,2021-10-01,1952790.44,0.208,1.19,1,47.4,57
BU009,2021-11-01,1387413.78,0.194,1.011,3,33.4,38
BU009,2021-12-01,2306833.83,0.212,1.011,0,52.1,59
BU009,2022-01-01,2358790.93,0.208,0.742,2,34.5,45
BU009,2022-02-01,2818490.72,0.228,0.984,2,36.0,55
BU009,2022-03-01,3056123.93,0.227,1.059,1,47.9,40
BU009,2022-04-01,1995086.14,0.152,1.17,1,34.5,44
BU009,2022-05-01,2425723.06,0.285,0.989,4,31.9,56
BU009,2022-06-01,2259509.92,0.2,1.112,3,50.4,33
BU009,2022-07-01,1599202.78,0.1,0.908,3,33.5,72
BU009,2022-08-01,2297817.32,0.217,1.116,2,27.3,63
BU009,2022-09-01,2256557.83,0.224,0.965,1,30.5,38
BU009,2022-10-01,2209157.7,0.167,1.069,3,54.1,62
BU009,2022-11-01,2196416.1,0.193,0.766,3,33.5,51
BU009,2022-12-01,2433738.4,0.116,1.045,2,37.8,42
BU009,2023-01-01,1851499.93,0.258,1.278,2,29.5,50
BU009,2023-02-01,2350271.42,0.175,0.969,1,54.5,73
BU009,2023-03-01,2488623.64,0.112,1.231,0,53.8,46
BU009,2023-04-01,2140371.49,0.274,0.893,6,51.2,50
BU009,2023-05-01,1558857.51,0.203,0.906,4,34.3,50
BU009,2023-06-01,1924432.59,0.163,0.945,4,37.0,58
BU009,2023-07-01,2542368.59,0.259,0.923,2,56.0,40
BU009,2023-08-01,1548634.84,0.116,0.826,5,47.4,32
BU009,2023-09-01,2082926.82,0.32,1.079,6,35.9,60
BU009,2023-10-01,2643532.69,0.174,1.005,1,54.7,51
BU009,2023-11-01,2220577.12,0.221,1.047,5,51.9,35
BU009,2023-12-01,1570949.65,0.154,0.885,1,9.7,39
BU009,2024-01-01,2283033.03,0.214,0.989,3,53.9,77
BU009,2024-02-01,2326616.33,0.163,1.251,8,52.3,38
BU009,2024-03-01,2410040.05,0.146,1.212,2,36.2,63
BU009,2024-04-01,2656542.01,0.21,1.005,4,17.5,42
BU009,2024-05-01,2103202.75,0.16,1.127,2,59.3,53
BU009,2024-06-01,2413366.23,0.152,0.931,1,31.5,41
BU009,2024-07-01,2117637.49,0.253,0.943,2,60.6,61
BU009,2024-08-01,1799657.61,0.177,0.998,4,29.0,60
BU009,2024-09-01,2229743.63,0.23,0.812,4,44.4,44
BU009,2024-10-01,1588863.11,0.155,1.138,2,41.9,33
BU009,2024-11-01,2504944.4,0.203,1.032,4,36.9,48
BU009,2024-12-01,2086061.63,0.195,1.148,3,40.8,59
BU009,2025-01-01,2412722.48,0.227,1.065,0,46.9,36
BU009,2025-02-01,2319357.58,0.16,1.13,0,47.1,55
BU009,2025-03-01,2845945.73,0.148,1.082,2,35.3,58
BU009,2025-04-01,2937980.52,0.115,0.884,3,39.1,63
BU009,2025-05-01,2500985.69,0.106,1.12,3,63.3,46
BU009,2025-06-01,1986257.04,0.223,1.152,2,42.0,61
BU009,2025-07-01,1720999.05,0.196,1.033,3,53.5,41
BU009,2025-08-01,2434491.08,0.32,1.022,7,66.3,56
BU009,2025-09-01,2462856.14,0.115,0.986,2,46.5,50
BU009,2025-10-01,1448438.14,0.173,0.964,3,48.9,46
BU009,2025-11-01,2357650.99,0.226,0.766,3,27.7,49
BU009,2025-12-01,2141114.41,0.25,0.79,2,17.0,50
BU010,2020-01-01,2589270.42,0.123,1.098,3,27.6,66
BU010,2020-02-01,2720064.49,0.162,1.052,3,52.6,54
BU010,2020-03-01,3592906.73,0.162,0.96,3,41.9,53
BU010,2020-04-01,2419467.52,0.175,0.99,3,36.1,57
BU010,2020-05-01,3270387.68,0.217,1.019,0,47.4,62
BU010,2020-06-01,1911929.68,0.25,0.922,2,47.3,38
BU010,2020-07-01,2073177.79,0.243,1.011,3,69.6,36
BU010,2020-08-01,2764175.92,0.296,1.001,2,52.5,64
BU010,2020-09-01,1725972.33,0.117,1.09,4,45.5,41
BU010,2020-10-01,2466215.4,0.218,0.97,1,50.4,38
BU010,2020-11-01,2629344.9,0.235,0.886,2,35.8,42
BU010,2020-12-01,1641868.01,0.119,1.3,1,34.0,42
BU010,2021-01-01,2817808.03,0.16,0.859,3,35.5,34
BU010,2021-02-01,2808870.87,0.19,0.868,0,34.9,63
BU010,2021-03-01,2727304.43,0.255,1.007,3,44.4,49
BU010,2021-04-01,2958227.32,0.217,1.008,2,42.4,43
BU010,2021-05-01,2701470.25,0.169,0.858,2,35.5,45
BU010,2021-06-01,1997560.78,0.135,0.94,5,45.7,50
BU010,2021-07-01,2576835.34,0.179,1.083,3,57.6,42
BU010,2021-08-01,1448259.23,0.139,1.142,3,43.4,63
BU010,2021-09-01,2221782.87,0.235,1.074,0,39.4,61
BU010,2021-10-01,2757718.46,0.139,0.838,3,44.4,39
BU010,2021-11-01,2243818.05,0.141,1.219,2,57.0,55
BU010,2021-12-01,2647909.61,0.156,1.182,2,59.6,60
BU010,2022-01-01,2026469.76,0.281,0.973,4,36.0,47
BU010,2022-02-01,2273803.85,0.189,1.016,4,44.5,47
BU010,2022-03-01,3080533.19,0.117,0.949,1,40.8,29
BU010,2022-04-01,2262846.51,0.182,0.962,4,44.4,76
BU010,2022-05-01,2581524.13,0.204,1.207,3,44.4,48
BU010,2022-06-01,2319476.17,0.16,0.974,4,56.8,25
BU010,2022-07-01,1772608.72,0.195,0.871,2,23.7,45
BU010,2022-08-01,2521085.51,0.155,1.021,3,43.1,63
BU010,2022-09-01,2256609.14,0.205,0.718,5,46.5,61
BU010,2022-10-01,2003556.93,0.255,0.973,3,20.7,60
BU010,2022-11-01,2479520.48,0.165,1.058,2,26.2,49
BU010,2022-12-01,2441131.99,0.135,1.118,1,72.5,57
BU010,2023-01-01,2229979.23,0.123,1.022,4,29.9,63
BU010,2023-02-01,3044557.11,0.232,1.117,3,64.0,57
BU010,2023-03-01,2441066.56,0.144,1.085,1,39.5,46
BU010,2023-04-01,2402285.98,0.096,0.651,5,44.0,42
BU010,2023-05-01,2523753.47,0.212,1.037,6,30.8,54
BU010,2023-06-01,2653540.76,0.266,0.976,1,63.7,56
BU010,2023-07-01,2151538.84,0.186,1.059,3,51.4,53
BU010,2023-08-01,1737450.91,0.142,0.938,5,50.7,47
BU010,2023-09-01,2357004.72,0.168,1.029,1,32.2,69
BU010,2023-10-01,2187997.25,0.079,0.961,1,30.7,34
BU010,2023-11-01,2774873.92,0.111,1.104,5,53.9,56
BU010,2023-12-01,1979748.63,0.137,1.012,4,47.5,67
BU010,2024-01-01,2974204.52,0.194,0.956,2,65.3,50
BU010,2024-02-01,2374314.92,0.16,0.943,4,45.3,63
BU010,2024-03-01,2453469.89,0.129,0.97,1,37.7,37
BU010,2024-04-01,3262941.06,0.143,1.046,2,44.3,61
BU010,2024-05-01,2672266.39,0.242,1.087,0,62.9,63
BU010,2024-06-01,2821028.69,0.137,1.118,2,27.5,51
BU010,2024-07-01,2842432.32,0.238,1.09,3,36.2,54
BU010,2024-08-01,2192591.0,0.283,0.999,3,31.6,67
BU010,2024-09-01,2326284.64,0.185,0.928,3,44.5,42
BU010,2024-10-01,2055948.17,0.172,1.059,2,32.0,68
BU010,2024-11-01,2144954.45,0.245,0.962,3,46.2,57
BU010,2024-12-01,2054055.63,0.1,1.112,3,42.6,45
BU010,2025-01-01,2524191.92,0.212,1.012,3,51.2,50
BU010,2025-02-01,2383894.01,0.19,0.951,2,41.0,61
BU010,2025-03-01,1985660.46,0.159,1.129,2,49.3,42
BU010,2025-04-01,2258412.83,0.089,0.958,2,40.0,64
BU010,2025-05-01,2486673.72,0.162,0.927,3,32.5,31
BU010,2025-06-01,2817516.92,0.23,1.076,2,44.0,62
BU010,2025-07-01,3166404.85,0.252,1.028,4,47.2,61
BU010,2025-08-01,2423669.69,0.1,0.898,5,23.4,41
BU010,2025-09-01,2193936.09,0.107,0.843,6,56.3,55
BU010,2025-10-01,2768504.17,0.2,1.19,4,49.5,71
BU010,2025-11-01,3135649.71,0.172,0.915,2,28.5,66
BU010,2025-12-01,2689743.53,0.221,1.209,2,35.9,63
BU011,2020-01-01,2300376.16,0.225,0.969,5,35.3,47
BU011,2020-02-01,2161143.61,0.231,0.949,7,51.4,64
BU011,2020-03-01,3025703.94,0.099,1.141,1,44.4,64
BU011,2020-04-01,2173548.62,0.214,0.84,1,49.9,53
BU011,2020-05-01,2748850.8,0.155,1.141,1,51.4,43
BU011,2020-06-01,2625468.81,0.185,0.996,3,47.0,61
BU011,2020-07-01,2101545.37,0.024,1.07,1,37.7,51
BU011,2020-08-01,2302539.32,0.053,0.867,4,37.3,57
BU011,2020-09-01,2962781.41,0.264,1.05,3,32.6,59
BU011,2020-10-01,2299802.63,0.108,0.997,2,32.7,53
BU011,2020-11-01,2822321.33,0.185,1.002,1,57.7,57
BU011,2020-12-01,2787481.84,0.178,1.003,8,34.6,64
BU011,2021-01-01,2501698.97,0.222,0.912,4,39.5,49
BU011,2021-02-01,2041212.36,0.176,0.938,7,26.6,42
BU011,2021-03-01,2954821.74,0.169,1.065,2,34.6,49
BU011,2021-04-01,2240180.01,0.052,0.831,4,50.2,48
BU011,2021-05-01,2476664.81,0.198,0.652,2,35.7,49
BU011,2021-06-01,2442843.28,0.179,1.027,3,39.8,57
BU011,2021-07-01,2045609.08,0.182,1.041,1,39.0,37
BU011,2021-08-01,1884696.76,0.066,0.88,1,27.6,34
BU011,2021-09-01,1920030.79,0.135,0.972,0,49.0,59
BU011,2021-10-01,2600848.81,0.186,1.016,1,60.8,49
BU011,2021-11-01,2475205.64,0.152,0.939,3,10.8,55
BU011,2021-12-01,2213638.95,0.177,0.958,4,31.4,33
BU011,2022-01-01,1939732.37,0.233,1.101,7,39.1,63
BU011,2022-02-01,2177107.25,0.214,0.964,3,40.8,45
BU011,2022-03-01,2565695.46,0.336,1.105,3,52.4,51
BU011,2022-04-01,2378326.66,0.191,1.099,4,57.8,50
BU011,2022-05-01,2859289.46,0.109,0.699,1,42.6,64
BU011,2022-06-01,2712897.96,0.185,0.995,2,36.5,56
BU011,2022-07-01,2279530.33,0.067,1.142,1,57.1,67
BU011,2022-08-01,2096181.61,0.205,0.872,5,27.4,54
BU011,2022-09-01,2540842.41,0.227,1.071,3,43.8,50
BU011,2022-10-01,2056300.59,0.208,0.848,4,41.8,46
BU011,2022-11-01,2622516.42,0.243,1.105,2,38.6,47
BU011,2022-12-01,2306353.77,0.297,1.1,5,57.6,44
BU011,2023-01-01,2945238.87,0.188,1.017,3,41.0,52
BU011,2023-02-01,2094669.03,0.102,1.253,1,43.4,51
BU011,2023-03-01,2943585.54,0.068,0.752,2,43.8,71
BU011,2023-04-01,2817226.34,0.258,0.971,2,46.3,35
BU011,2023-05-01,2575914.87,0.312,1.035,4,52.6,46
BU011,2023-06-01,1931919.91,0.183,0.958,5,29.0,51
BU011,2023-07-01,1956998.14,0.14,1.184,2,86.6,50
BU011,2023-08-01,2085795.14,0.163,1.092,3,26.2,75
BU011,2023-09-01,1959166.44,0.065,1.183,3,39.6,65
BU011,2023-10-01,2628091.24,0.262,1.025,0,29.9,29
BU011,2023-11-01,2036549.12,0.189,0.909,7,44.2,54
BU011,2023-12-01,2770521.71,0.174,1.098,2,38.1,41
BU011,2024-01-01,2269349.51,0.224,1.132,2,64.4,73
BU011,2024-02-01,2521215.71,0.24,1.049,3,41.6,67
BU011,2024-03-01,2569875.54,0.164,0.831,6,22.3,36
BU011,2024-04-01,2226291.72,0.149,1.028,2,44.4,44
BU011,2024-05-01,2465932.18,0.138,1.009,2,81.3,63
BU011,2024-06-01,2852172.55,0.218,0.789,7,52.1,48
BU011,2024-07-01,3010134.08,0.277,1.095,2,42.8,51
BU011,2024-08-01,2724483.5,0.23,1.118,4,53.5,42
BU011,2024-09-01,2358566.38,0.147,0.966,0,18.1,35
BU011,2024-10-01,1818987.02,0.206,0.899,1,40.3,47
BU011,2024-11-01,2415638.09,0.208,1.094,1,49.6,56
BU011,2024-12-01,2555049.47,0.219,1.081,2,39.1,70
BU011,2025-01-01,1840019.94,0.163,0.918,3,59.4,60
BU011,2025-02-01,2444065.94,0.243,0.966,1,52.4,63
BU011,2025-03-01,2360557.33,0.164,0.92,2,52.8,53
BU011,2025-04-01,2794440.17,0.25,1.072,8,34.4,84
BU011,2025-05-01,2374521.13,0.206,1.112,1,48.9,61
BU011,2025-06-01,2095054.22,0.189,0.968,3,45.3,42
BU011,2025-07-01,2558281.91,0.139,1.087,5,58.6,57
BU011,2025-08-01,2974774.23,0.139,0.886,7,18.3,50
BU011,2025-09-01,1903103.5,0.24,1.126,5,52.5,50
BU011,2025-10-01,2663853.03,0.283,1.064,4,57.3,43
BU011,2025-11-01,2658927.01,0.096,1.072,1,39.7,54
BU011,2025-12-01,2414041.05,0.223,1.089,3,18.5,55
BU012,2020-01-01,2028373.53,0.214,0.98,4,34.6,46
BU012,2020-02-01,2012707.75,0.184,0.952,5,20.3,48
BU012,2020-03-01,1810896.99,0.152,0.858,2,61.2,21
BU012,2020-04-01,2384355.59,0.153,1.069,5,48.8,45
BU012,2020-05-01,1964196.46,0.204,0.837,6,46.6,42
BU012,2020-06-01,3028900.71,0.3,1.014,6,18.6,39
BU012,2020-07-01,1775050.09,0.181,0.692,3,37.7,23
BU012,2020-08-01,2100628.04,0.238,0.864,3,37.0,18
BU012,2020-09-01,1491417.44,0.127,0.818,4,44.6,31
BU012,2020-10-01,1386847.65,0.181,0.845,4,31.8,41
BU012,2020-11-01,1495613.64,0.156,0.982,4,24.0,40
BU012,2020-12-01,1894111.24,0.1,1.002,2,42.4,31
BU012,2021-01-01,2231648.27,0.194,1.017,3,62.1,41
BU012,2021-02-01,2260467.7,0.208,0.915,4,27.7,40
BU012,2021-03-01,2218064.16,0.194,1.108,3,41.6,42
BU012,2021-04-01,2129723.64,0.179,1.034,2,14.1,32
BU012,2021-05-01,2740211.16,0.137,1.125,2,37.4,45
BU012,2021-06-01,2379223.06,0.257,1.097,3,37.3,46
BU012,2021-07-01,1617782.34,0.164,1.117,5,26.4,56
BU012,2021-08-01,1472482.66,0.124,0.966,5,41.0,50
BU012,2021-09-01,1703202.05,0.144,0.985,7,55.2,46
BU012,2021-10-01,1374572.66,0.212,1.231,2,56.9,53
BU012,2021-11-01,1886338.85,0.218,1.142,2,46.6,70
BU012,2021-12-01,1992474.92,0.094,1.016,4,45.2,46
BU012,2022-01-01,1862434.56,0.229,1.063,1,56.2,23
BU012,2022-02-01,1621406.04,0.112,1.073,0,32.8,41
BU012,2022-03-01,2123355.45,0.17,1.157,1,26.9,29
BU012,2022-04-01,2106679.13,0.153,0.796,3,45.2,50
BU012,2022-05-01,1955701.88,0.068,1.076,4,40.4,38
BU012,2022-06-01,1892359.48,0.198,1.03,4,51.3,67
BU012,2022-07-01,2377473.44,0.175,0.782,0,27.0,48
BU012,2022-08-01,2116733.36,0.163,0.68,5,43.5,22
BU012,2022-09-01,1948187.78,0.209,1.111,3,34.7,54
BU012,2022-10-01,1888331.54,0.146,1.05,3,50.6,64
BU012,2022-11-01,1753769.5,0.051,0.962,4,51.2,45
BU012,2022-12-01,2061846.65,0.304,0.875,3,70.0,41
BU012,2023-01-01,2139543.19,0.233,0.841,5,46.0,34
BU012,2023-02-01,1694791.91,0.247,0.961,5,38.9,51
BU012,2023-03-01,1911267.76,0.241,0.897,8,54.9,60
BU012,2023-04-01,1769008.36,0.29,1.039,3,59.7,48
BU012,2023-05-01,1764143.8,0.162,0.957,3,65.7,40
BU012,2023-06-01,2063250.43,0.116,1.087,1,45.2,56
BU012,2023-07-01,2087523.76,0.176,0.884,2,33.9,63
BU012,2023-08-01,2530708.33,0.249,0.94,1,57.7,56
BU012,2023-09-01,1635686.87,0.119,1.013,5,32.9,32
BU012,2023-10-01,1394632.32,0.242,0.935,3,45.0,42
BU012,2023-11-01,2014029.92,0.168,1.053,3,61.0,21
BU012,2023-12-01,2013960.69,0.347,0.92,2,27.7,54
BU012,2024-01-01,1987623.03,0.163,1.01,2,64.0,36
BU012,2024-02-01,2411060.8,0.152,0.831,3,44.9,42
BU012,2024-03-01,2297060.06,0.163,1.055,2,35.8,41
