employee_id,effective_date,base_pay,bonus_target,compa_ratio,merit_pct,promo_flag
E00228,2024-03-01,57795.94,4623.68,0.834,0.05,0
E00228,2024-11-01,63355.4,7602.65,0.919,0.0,1
E00228,2025-04-01,70878.56,3543.93,0.978,0.04,1
E00229,2024-04-01,65709.87,5256.79,0.936,0.03,0
E00229,2024-05-01,67854.12,5428.33,0.859,0.02,0
E00229,2024-12-01,69491.89,8339.03,1.07,0.02,0
E00230,2023-04-01,38807.96,4656.95,1.239,0.02,0
E00230,2023-10-01,40376.66,4845.2,1.115,0.04,0
E00230,2024-03-01,45680.45,5481.65,1.065,0.04,1
E00231,2019-03-01,32413.89,4862.08,0.931,0.05,0
E00231,2019-09-01,33423.11,2673.85,0.999,0.04,0
E00231,2020-02-01,35102.15,3510.21,0.716,0.05,0
E00231,2020-04-01,35960.2,2876.82,1.119,0.03,0
E00231,2021-07-01,36729.89,4407.59,0.913,0.05,0
E00231,2024-07-01,38554.64,3855.46,1.047,0.05,0
E00231,2025-01-01,40555.45,3244.44,0.973,0.05,0
E00232,2024-07-01,170639.13,8531.96,0.897,0.06,0
E00232,2024-09-01,175815.37,17581.54,0.864,0.03,0
E00232,2025-02-01,178563.04,17856.3,0.946,0.03,0
E00232,2025-08-01,186774.91,14941.99,0.831,0.04,0
E00232,2025-11-01,193240.47,19324.05,1.129,0.03,0
E00232,2025-12-01,202560.6,30384.09,1.082,0.05,0
E00233,2022-08-01,98213.23,9821.32,1.051,0.02,1
E00233,2022-11-01,109729.74,13167.57,1.033,0.02,1
E00233,2024-02-01,112501.33,5625.07,1.349,0.05,0
E00233,2024-05-01,117422.73,11742.27,1.233,0.04,0
E00233,2024-10-01,123452.46,6172.62,0.963,0.05,0
E00234,2024-07-01,93647.36,7491.79,1.093,0.0,0
E00234,2024-08-01,96641.45,7731.32,0.937,0.03,0
E00234,2024-12-01,100622.79,8049.82,0.906,0.04,0
E00234,2025-08-01,103985.72,15597.86,0.902,0.03,0
E00234,2025-12-01,106296.37,8503.71,1.222,0.02,0
E00235,2024-05-01,101549.81,8123.98,0.904,0.04,0
E00235,2024-10-01,102394.31,12287.32,1.068,0.04,0
E00235,2024-12-01,106104.17,5305.21,0.947,0.03,0
E00235,2025-06-01,109525.0,10952.5,1.02,0.04,0
E00235,2025-09-01,111899.65,5594.98,1.001,0.02,0
E00235,2025-11-01,116190.94,9295.27,0.952,0.06,0
E00236,2025-05-01,129575.37,12957.54,1.118,0.03,1
E00236,2025-07-01,133564.35,13356.43,1.064,0.04,0
E00236,2025-09-01,135966.06,13596.61,0.854,0.0,0
E00237,2018-03-01,94527.9,9452.79,1.286,0.02,1
E00237,2019-04-01,99601.31,11952.16,0.941,0.04,0
E00237,2023-08-01,103907.73,10390.77,0.881,0.03,0
E00237,2025-09-01,108863.01,13063.56,0.991,0.03,0
E00238,2024-11-01,85769.39,6861.55,1.193,0.04,0
E00238,2024-12-01,88065.36,10567.84,0.899,0.03,0
E00238,2025-02-01,91222.86,10946.74,0.971,0.04,0
E00238,2025-03-01,95060.55,14259.08,0.863,0.03,0
E00238,2025-04-01,94441.68,9444.17,0.982,0.0,0
E00238,2025-05-01,96469.01,9646.9,1.154,0.02,0
E00238,2025-09-01,99799.17,7983.93,0.951,0.03,0
E00239,2023-01-01,113190.94,5659.55,1.053,0.02,0
E00239,2023-03-01,119236.63,5961.83,0.996,0.06,0
E00239,2023-04-01,122418.11,14690.17,0.885,0.04,0
E00239,2025-03-01,124486.59,12448.66,1.04,0.03,0
E00239,2025-06-01,130803.13,15696.38,0.994,0.04,0
E00240,2022-03-01,93229.83,9322.98,1.062,0.06,0
E00240,2022-04-01,95383.75,7630.7,1.113,0.03,0
E00240,2022-09-01,100196.32,5009.82,0.907,0.04,0
E00240,2023-05-01,103572.15,8285.77,0.799,0.03,0
E00241,2023-12-01,71185.24,3559.26,0.895,0.05,0
E00241,2024-05-01,73285.08,5862.81,0.945,0.02,0
E00241,2024-10-01,76487.54,6119.0,0.977,0.04,0
E00241,2025-01-01,78491.65,3924.58,1.056,0.04,0
E00241,2025-02-01,78915.08,3945.75,0.905,0.02,0
E00241,2025-08-01,81414.56,8141.46,0.991,0.04,0
E00242,2025-07-01,94539.11,9453.91,0.975,0.0,0
E00242,2025-10-01,97515.64,4875.78,1.11,0.03,0
E00242,2025-11-01,99978.63,11997.44,0.947,0.03,0
E00242,2025-12-01,104605.64,5230.28,0.896,0.05,0
E00243,2021-12-01,91619.0,7329.52,1.201,0.03,0
E00243,2025-03-01,97249.63,14587.44,0.837,0.05,0
E00243,2025-07-01,100791.18,8063.29,0.988,0.03,0
E00244,2020-12-01,76514.82,3825.74,1.068,0.05,0
E00244,2021-11-01,77790.42,7779.04,0.95,0.02,0
E00244,2022-01-01,81922.43,8192.24,1.093,0.05,0
E00244,2022-03-01,90479.85,9047.99,1.11,0.0,1
E00244,2022-04-01,88212.62,8821.26,1.074,0.0,0
E00244,2022-07-01,92452.52,4622.63,0.892,0.04,0
E00244,2024-08-01,94279.12,9427.91,1.101,0.02,0
E00245,2023-06-01,77704.85,11655.73,0.925,0.03,0
E00245,2023-07-01,81361.18,8136.12,1.207,0.04,0
E00245,2024-08-01,93109.01,7448.72,0.864,0.04,1
E00245,2025-01-01,99670.63,4983.53,1.037,0.05,0
E00246,2021-02-01,43797.67,3503.81,0.989,0.05,0
E00246,2022-02-01,45230.8,4523.08,0.975,0.03,0
E00246,2024-04-01,50920.55,6110.47,0.93,0.03,1
E00246,2025-03-01,51915.07,2595.75,1.01,0.02,0
E00246,2025-10-01,53826.63,5382.66,1.128,0.03,0
E00247,2020-09-01,105843.46,5292.17,0.96,0.02,1
E00247,2021-04-01,109502.61,10950.26,1.175,0.04,0
E00247,2022-09-01,114047.15,5702.36,0.787,0.05,0
E00248,2021-08-01,79015.37,3950.77,1.083,0.0,0
E00248,2022-04-01,80079.53,8007.95,1.039,0.02,0
E00248,2022-12-01,84441.53,4222.08,0.857,0.04,0
E00248,2025-02-01,87792.02,7023.36,0.969,0.04,0
E00249,2019-09-01,155673.7,18680.84,1.074,0.03,0
E00249,2019-10-01,161689.58,16168.96,1.204,0.04,0
E00249,2021-03-01,168361.46,25254.22,0.953,0.03,0
E00249,2021-07-01,195693.23,29353.98,0.99,0.06,1
E00249,2022-02-01,207200.0,10360.0,0.98,0.04,0
E00250,2024-12-01,85775.7,8577.57,0.972,0.04,0
E00250,2025-02-01,90437.27,9043.73,1.035,0.04,0
E00250,2025-05-01,94220.89,7537.67,0.953,0.03,0
E00250,2025-06-01,99165.68,4958.28,1.028,0.05,0
E00250,2025-10-01,104789.12,10478.91,1.126,0.04,0
E00250,2025-11-01,109825.63,8786.05,0.897,0.04,0
E00251,2021-04-01,69039.04,5523.12,0.863,0.03,0
E00251,2021-12-01,70917.29,3545.86,0.818,0.04,0
E00251,2023-10-01,72173.34,8660.8,0.844,0.02,0
E00251,2025-11-01,82977.2,6638.18,0.974,0.05,1
E00252,2019-02-01,37644.1,4517.29,1.068,0.04,0
E00252,2019-04-01,38229.12,4587.49,0.894,0.03,0
E00252,2020-04-01,39545.65,1977.28,0.994,0.04,0
E00252,2024-08-01,40728.51,2036.43,1.17,0.02,0
E00252,2025-09-01,40662.82,4879.54,0.864,0.0,0
E00253,2020-06-01,96956.52,9695.65,0.964,0.04,1
E00253,2020-10-01,98895.35,11867.44,0.977,0.02,0
E00253,2021-04-01,109514.27,13141.71,1.016,0.02,1
E00253,2022-11-01,114850.56,9188.04,0.851,0.05,0
E00253,2023-02-01,120223.16,18033.47,0.938,0.05,0
E00253,2024-02-01,125617.92,6280.9,0.708,0.05,0
E00253,2025-06-01,130879.42,6543.97,0.843,0.03,0
E00253,2025-10-01,134606.24,16152.75,1.021,0.03,0
E00254,2021-03-01,90480.39,4524.02,0.884,0.0,0
E00254,2021-10-01,96138.09,4806.9,1.045,0.06,0
E00254,2023-06-01,101883.01,12225.96,1.109,0.05,0
E00254,2023-12-01,105913.06,15886.96,0.902,0.03,0
E00254,2024-08-01,112524.93,16878.74,0.91,0.05,0
E00254,2025-01-01,115177.74,11517.77,0.972,0.02,0
E00255,2023-12-01,85697.06,12854.56,0.903,0.05,0
E00255,2024-06-01,90918.87,9091.89,1.194,0.05,0
E00255,2025-11-01,95357.69,7628.62,0.97,0.05,0
E00256,2020-06-01,95890.54,11506.86,1.075,0.05,0
E00256,2021-08-01,99334.14,11920.1,1.123,0.05,0
E00256,2022-03-01,104063.72,10406.37,0.856,0.03,0
E00256,2022-04-01,107599.79,8607.98,0.975,0.03,0
E00256,2023-01-01,110564.39,8845.15,0.908,0.02,0
E00257,2025-03-01,75819.26,7581.93,1.138,0.04,0
E00257,2025-06-01,77670.78,6213.66,1.129,0.03,0
E00257,2025-07-01,81142.87,8114.29,0.916,0.04,0
E00257,2025-12-01,90136.27,4506.81,1.049,0.03,1
E00258,2024-11-01,37714.27,3017.14,0.894,0.06,0
E00258,2025-06-01,38848.24,3884.82,0.911,0.03,0
E00258,2025-10-01,39173.71,4700.84,1.051,0.02,0
E00259,2022-09-01,53461.09,5346.11,0.885,0.06,0
E00259,2024-08-01,54329.85,5432.99,0.982,0.02,0
E00259,2024-09-01,56409.86,6769.18,1.014,0.04,0
E00259,2024-10-01,58373.96,8756.09,1.019,0.03,0
E00259,2024-12-01,59096.85,5909.69,1.074,0.02,0
E00259,2025-05-01,61393.58,9209.04,0.915,0.03,0
E00259,2025-07-01,61134.14,7336.1,0.882,0.0,0
E00260,2025-06-01,98907.84,11868.94,1.146,0.0,0
E00260,2025-07-01,108082.53,5404.13,1.084,0.0,1
E00260,2025-08-01,112665.7,11266.57,1.104,0.04,0
E00260,2025-09-01,117014.2,9361.14,0.914,0.04,0
E00260,2025-11-01,118925.62,9514.05,1.077,0.03,0
E00261,2020-10-01,132164.61,6608.23,0.793,0.04,0
E00261,2020-11-01,140262.9,14026.29,0.826,0.05,0
E00261,2022-03-01,141624.67,21243.7,0.839,0.0,0
E00261,2022-05-01,147206.19,22080.93,1.058,0.04,0
E00261,2022-08-01,149855.5,14985.55,1.099,0.02,0
E00262,2019-08-01,96599.87,4829.99,1.069,0.02,0
E00262,2020-05-01,98468.01,4923.4,1.261,0.02,0
E00262,2021-03-01,103866.1,8309.29,1.016,0.03,0
E00262,2021-04-01,105104.05,5255.2,0.907,0.02,0
E00262,2021-06-01,110408.27,5520.41,0.86,0.05,0
E00262,2024-04-01,114552.76,5727.64,1.04,0.04,0
E00262,2025-06-01,119208.62,14305.03,0.965,0.03,0
E00263,2021-02-01,93298.54,11195.83,1.028,0.05,0
E00263,2022-01-01,95285.64,14292.85,1.041,0.03,0
E00263,2024-09-01,108141.32,5407.07,1.186,0.03,1
E00263,2024-12-01,114274.75,9141.98,0.78,0.06,0
E00264,2018-10-01,49109.71,5893.16,1.303,0.05,0
E00264,2018-11-01,49656.63,3972.53,1.063,0.02,0
E00264,2020-04-01,51201.54,6144.18,1.102,0.03,0
E00264,2020-07-01,53956.91,5395.69,1.178,0.06,0
E00264,2021-04-01,55732.01,6687.84,1.085,0.03,0
E00264,2024-05-01,57809.62,6937.15,0.919,0.04,0
E00264,2025-10-01,61360.66,7363.28,0.993,0.05,0
E00265,2025-02-01,113778.94,9102.32,0.974,0.05,0
E00265,2025-03-01,119026.99,14283.24,1.0,0.05,0
E00265,2025-04-01,122258.24,14670.99,0.977,0.04,0
E00265,2025-08-01,129816.28,10385.3,1.082,0.05,0
E00265,2025-09-01,137843.19,13784.32,0.905,0.06,0
E00266,2019-11-01,143506.49,14350.65,0.811,0.05,0
E00266,2020-08-01,150204.79,7510.24,0.876,0.04,0
E00266,2021-09-01,159108.6,15910.86,1.105,0.04,0
E00266,2021-10-01,166774.3,8338.71,1.054,0.05,0
E00266,2022-01-01,169479.19,20337.5,1.199,0.03,0
E00266,2022-09-01,176756.81,8837.84,0.902,0.05,0
E00266,2022-12-01,180408.87,18040.89,1.049,0.02,0
E00267,2021-09-01,30147.37,3617.68,1.083,0.03,0
E00267,2023-07-01,31605.21,3160.52,1.046,0.03,0
E00267,2023-09-01,32391.12,3886.93,1.213,0.03,0
E00268,2021-01-01,110532.76,5526.64,0.894,0.03,0
E00268,2024-01-01,117172.55,14060.71,0.827,0.04,0
E00268,2024-04-01,122557.85,12255.79,1.063,0.03,0
E00269,2025-05-01,119683.77,11968.38,1.118,0.03,0
E00269,2025-06-01,122365.34,14683.84,1.109,0.04,0
E00269,2025-11-01,125786.22,6289.31,0.988,0.04,0
E00270,2019-08-01,87114.03,6969.12,1.058,0.02,0
E00270,2020-10-01,90486.71,13573.01,0.737,0.04,0
E00270,2021-09-01,103347.97,10334.8,0.981,0.03,1
E00270,2021-12-01,107122.36,10712.24,1.052,0.03,0
E00270,2023-01-01,111258.13,8900.65,0.877,0.05,0
E00270,2024-02-01,115378.92,5768.95,1.187,0.03,0
E00270,2024-05-01,119541.61,11954.16,0.888,0.02,0
E00271,2022-08-01,72082.93,8649.95,1.099,0.02,0
E00271,2022-11-01,74250.7,5940.06,1.09,0.03,0
E00271,2023-01-01,75681.94,9081.83,0.921,0.02,0
E00271,2023-12-01,77223.2,6177.86,1.229,0.03,0
E00271,2024-01-01,81329.42,6506.35,1.136,0.05,0
E00271,2024-06-01,80343.28,8034.33,1.023,0.0,0
E00271,2025-05-01,83824.83,8382.48,1.082,0.04,0
E00272,2025-04-01,54325.86,4346.07,1.04,0.03,0
E00272,2025-06-01,56552.5,6786.3,1.193,0.04,0
E00272,2025-12-01,56025.8,5602.58,0.959,0.0,0
E00273,2022-04-01,63386.3,5070.9,1.021,0.02,0
E00273,2022-07-01,64016.1,6401.61,1.007,0.0,0
E00273,2024-03-01,66732.57,5338.61,0.812,0.04,0
E00273,2024-04-01,68061.61,5444.93,1.04,0.02,0
E00274,2024-09-01,88103.44,10572.41,1.006,0.05,0
E00274,2025-08-01,91324.05,9132.41,0.809,0.04,0
E00274,2025-09-01,93678.95,4683.95,0.795,0.02,0
E00274,2025-11-01,92630.34,4631.52,0.987,0.0,0
E00274,2025-12-01,96054.85,14408.23,1.19,0.02,0
E00275,2024-09-01,61198.71,4895.9,0.912,0.02,0
E00275,2024-12-01,62226.31,4978.1,0.818,0.02,0
E00275,2025-06-01,64110.31,7693.24,1.095,0.03,0
E00275,2025-11-01,64833.03,5186.64,0.65,0.02,0
E00276,2024-04-01,48796.73,5855.61,0.94,0.05,0
E00276,2025-07-01,50082.86,4006.63,0.799,0.03,0
E00276,2025-10-01,52902.81,7935.42,1.043,0.04,0
E00276,2025-12-01,54508.08,4360.65,0.974,0.03,0
E00277,2023-11-01,71497.93,5719.83,1.094,0.03,0
E00277,2024-01-01,73615.82,5889.27,0.903,0.04,0
E00277,2024-05-01,77115.15,3855.76,1.072,0.04,0
E00277,2024-06-01,79970.81,7997.08,1.031,0.03,0
E00277,2025-02-01,82379.61,9885.55,1.127,0.03,0
E00277,2025-03-01,85705.73,10284.69,0.961,0.03,0
E00277,2025-06-01,90464.9,9046.49,1.033,0.06,0
E00277,2025-10-01,92256.71,11070.8,1.101,0.03,0
E00278,2023-03-01,47396.1,2369.8,0.86,0.0,0
E00278,2023-06-01,48064.87,3845.19,1.024,0.02,0
E00278,2024-03-01,48357.61,3868.61,1.056,0.02,0
E00278,2024-10-01,47967.87,3837.43,1.009,0.02,0
E00278,2025-01-01,49578.32,4957.83,1.033,0.04,0
E00279,2022-05-01,103197.31,10319.73,0.928,0.05,0
E00279,2022-08-01,105219.12,8417.53,0.865,0.03,0
E00279,2023-04-01,107344.7,12881.36,0.983,0.04,0
E00279,2025-06-01,113507.18,11350.72,1.105,0.04,0
E00279,2025-07-01,116149.67,11614.97,0.901,0.04,0
E00280,2024-05-01,73564.08,5885.13,0.989,0.0,0
E00280,2024-08-01,76043.28,6083.46,0.989,0.03,0
E00280,2025-02-01,84321.69,12648.25,1.066,0.0,1
E00280,2025-08-01,88154.49,13223.17,0.952,0.04,0
E00280,2025-10-01,91181.48,9118.15,1.092,0.04,0
E00280,2025-12-01,91669.37,4583.47,0.991,0.0,0
E00281,2021-12-01,57019.63,6842.36,0.913,0.05,0
E00281,2023-01-01,58576.23,7029.15,1.053,0.04,0
E00281,2023-06-01,60042.99,4803.44,1.004,0.04,0
E00281,2023-09-01,59624.52,5962.45,1.099,0.0,0
E00281,2023-11-01,61557.72,4924.62,0.873,0.03,0
E00281,2025-10-01,64123.08,3206.15,0.964,0.03,0
E00282,2025-03-01,96445.72,7715.66,1.091,0.03,1
E00282,2025-05-01,100575.11,5028.76,0.868,0.04,0
E00282,2025-09-01,101450.17,8116.01,0.766,0.0,0
E00282,2025-10-01,116705.6,17505.84,1.05,0.04,1
E00283,2025-02-01,197707.91,15816.63,0.834,0.03,0
E00283,2025-06-01,202275.96,16182.08,1.149,0.02,0
E00283,2025-07-01,208341.31,16667.3,0.856,0.03,0
E00284,2020-11-01,104248.82,15637.32,0.926,0.03,0
E00284,2022-11-01,109648.07,8771.85,1.24,0.06,0
E00284,2023-01-01,112791.57,11279.16,1.096,0.04,0
E00284,2023-02-01,116939.15,11693.92,1.187,0.04,0
E00284,2023-08-01,121601.4,6080.07,1.054,0.05,0
E00284,2024-09-01,120432.8,14451.94,1.025,0.0,0
E00284,2025-03-01,120784.14,12078.41,1.045,0.0,0
E00285,2021-05-01,36415.75,4369.89,0.847,0.06,0
E00285,2022-01-01,38127.59,4575.31,1.057,0.05,0
E00285,2023-08-01,39860.51,3986.05,1.084,0.04,0
E00285,2024-06-01,40567.43,4056.74,1.05,0.02,0
E00286,2023-07-01,67366.23,10104.94,1.072,0.04,0
E00286,2024-03-01,69383.94,10407.59,1.164,0.02,0
E00286,2024-08-01,72660.35,8719.24,0.893,0.03,0
E00286,2024-12-01,73946.17,3697.31,0.985,0.03,0
E00286,2025-12-01,77765.21,3888.26,0.969,0.05,0
E00287,2024-12-01,95210.28,4760.51,0.914,0.05,0
E00287,2025-07-01,109487.96,8759.04,0.888,0.03,1
E00287,2025-08-01,113470.7,9077.66,0.886,0.04,0
E00287,2025-10-01,116591.96,9327.36,0.886,0.04,0
E00288,2020-07-01,53928.45,5392.84,0.862,0.04,0
E00288,2022-12-01,55634.29,4450.74,0.844,0.04,0
E00288,2023-03-01,57817.43,2890.87,1.16,0.05,0
E00288,2025-05-01,60741.37,3037.07,0.97,0.05,0
E00289,2019-05-01,57273.21,6872.78,1.068,0.05,0
E00289,2020-12-01,59415.61,4753.25,1.154,0.02,0
E00289,2021-04-01,62517.21,3125.86,0.935,0.05,0
E00289,2023-05-01,62358.82,3117.94,0.972,0.0,0
E00289,2024-04-01,66413.7,3320.68,0.984,0.05,0
E00290,2020-11-01,92488.35,7399.07,1.064,0.02,0
E00290,2020-12-01,97046.84,9704.68,0.914,0.05,0
E00290,2022-10-01,100767.13,5038.36,0.986,0.03,0
E00290,2023-10-01,106753.72,8540.3,1.016,0.05,0
E00290,2024-10-01,110093.98,5504.7,1.049,0.02,0
E00290,2025-06-01,114352.54,5717.63,1.038,0.04,0
E00290,2025-08-01,117846.19,9427.69,0.997,0.04,0
E00291,2022-05-01,91062.94,7285.04,0.736,0.05,0
E00291,2025-06-01,95704.49,11484.54,1.034,0.04,0
E00291,2025-10-01,99042.1,4952.1,1.15,0.03,0
E00292,2020-07-01,43733.38,2186.67,1.008,0.0,0
E00292,2020-11-01,45259.21,3620.74,0.961,0.03,0
E00292,2021-07-01,45778.24,3662.26,1.014,0.02,0
E00293,2021-12-01,108615.97,5430.8,1.126,0.04,0
E00293,2022-04-01,112517.43,11251.74,1.007,0.05,0
E00293,2022-10-01,115239.4,11523.94,0.923,0.02,0
E00293,2022-11-01,118859.0,9508.72,1.062,0.02,0
E00293,2024-06-01,123351.57,9868.13,0.976,0.05,0
E00294,2022-06-01,74011.42,8881.37,1.012,0.05,0
E00294,2023-03-01,75794.67,9095.36,1.007,0.02,0
E00294,2024-04-01,78780.6,3939.03,1.124,0.02,0
E00294,2025-05-01,78522.33,7852.23,0.877,0.0,0
E00294,2025-12-01,80595.21,8059.52,0.987,0.02,0
E00295,2025-05-01,172531.09,8626.55,0.878,0.03,0
E00295,2025-06-01,177997.85,21359.74,0.933,0.05,0
E00295,2025-09-01,184145.04,22097.4,1.034,0.03,0
E00295,2025-11-01,191280.28,22953.63,1.112,0.04,0
E00295,2025-12-01,193342.81,9667.14,0.93,0.02,0
E00296,2023-10-01,157203.38,15720.34,0.96,0.04,0
E00296,2024-02-01,166118.65,16611.87,0.916,0.06,0
E00296,2024-04-01,172803.68,13824.29,1.021,0.04,0
E00296,2024-07-01,180268.1,21632.17,0.95,0.05,0
E00296,2024-12-01,186563.72,14925.1,0.999,0.03,0
E00296,2025-08-01,193659.48,23239.14,1.002,0.04,0
E00296,2025-10-01,199424.58,23930.95,0.929,0.02,0
E00297,2021-08-01,117092.7,17563.91,0.873,0.04,0
E00297,2022-05-01,120993.95,12099.4,0.992,0.04,0
E00297,2022-08-01,121711.72,14605.41,1.13,0.0,0
E00297,2023-09-01,125705.96,15084.71,1.098,0.04,0
E00297,2023-11-01,130263.63,10421.09,1.033,0.04,0
E00297,2024-10-01,129218.65,15506.24,1.054,0.0,0
E00298,2023-12-01,94193.72,7535.5,0.908,0.05,0
E00298,2024-11-01,93888.93,7511.11,1.107,0.0,0
E00298,2025-02-01,98310.8,9831.08,0.982,0.03,0
E00298,2025-12-01,99402.13,11928.26,1.017,0.03,0
E00299,2024-02-01,98797.88,7903.83,1.047,0.03,0
E00299,2024-04-01,100618.45,5030.92,0.752,0.02,0
E00299,2024-05-01,103909.71,12469.17,1.058,0.02,0
E00299,2024-07-01,103058.67,12367.04,0.965,0.0,0
E00299,2024-11-01,109038.32,8723.07,1.278,0.05,0
E00300,2023-06-01,37831.34,4539.76,1.03,0.02,0
E00300,2023-09-01,39603.23,3168.26,1.027,0.04,0
E00300,2024-03-01,41118.84,6167.83,1.097,0.04,0
E00300,2024-10-01,47331.67,2366.58,0.707,0.06,1
E00300,2024-11-01,48774.49,4877.45,0.831,0.04,0
E00300,2024-12-01,50952.5,7642.87,1.223,0.05,0
E00300,2025-01-01,51543.27,6185.19,0.947,0.02,0
E00300,2025-06-01,54115.92,6493.91,1.05,0.04,0
E00301,2023-10-01,44692.25,4469.22,1.038,0.02,0
E00301,2024-01-01,45576.29,5469.15,1.176,0.03,0
E00301,2024-02-01,46317.07,3705.37,1.087,0.03,0
E00301,2024-06-01,47607.78,2380.39,1.134,0.04,0
E00302,2021-01-01,77214.36,9265.72,0.931,0.03,0
E00302,2022-01-01,79765.81,7976.58,0.849,0.03,0
E00302,2022-10-01,84137.12,6730.97,1.196,0.04,0
E00303,2024-07-01,66126.4,5290.11,0.927,0.04,0
E00303,2025-01-01,74640.3,5971.22,0.898,0.03,1
E00303,2025-08-01,76002.47,3800.12,0.988,0.03,0
E00303,2025-12-01,78500.66,6280.05,1.098,0.03,0
E00304,2021-02-01,73735.14,7373.51,0.978,0.0,0
E00304,2023-04-01,75291.01,9034.92,0.903,0.02,0
E00304,2024-06-01,78195.64,3909.78,1.059,0.04,0
E00305,2022-12-01,79444.19,7944.42,1.012,0.03,1
E00305,2023-05-01,81490.86,6519.27,0.867,0.02,0
E00305,2023-09-01,84847.06,4242.35,1.035,0.04,0
E00305,2024-01-01,89082.81,7126.62,0.759,0.03,0
E00305,2025-02-01,92855.34,9285.53,0.892,0.05,0
E00305,2025-09-01,93754.97,9375.5,1.029,0.02,0
E00305,2025-11-01,99624.43,11954.93,1.019,0.05,0
E00306,2025-01-01,86307.38,6904.59,0.999,0.02,0
E00306,2025-02-01,89247.9,7139.83,0.989,0.03,0
E00306,2025-03-01,93788.92,14068.34,0.959,0.04,0
E00307,2025-04-01,161067.28,12885.38,0.854,0.03,0
E00307,2025-05-01,165314.99,16531.5,1.215,0.03,0
E00307,2025-08-01,169864.78,13589.18,0.985,0.03,0
E00307,2025-09-01,172406.8,17240.68,1.055,0.02,0
E00307,2025-10-01,179329.04,26899.36,1.168,0.05,0
E00308,2020-07-01,68157.75,6815.78,1.023,0.02,0
E00308,2021-09-01,77415.35,7741.54,1.138,0.04,1
E00308,2023-09-01,80903.58,8090.36,1.009,0.03,0
E00308,2024-08-01,84686.52,6774.92,1.037,0.04,0
E00308,2025-09-01,88215.21,4410.76,0.918,0.04,0
E00309,2020-12-01,65870.91,6587.09,1.047,0.0,0
E00309,2022-03-01,66246.38,6624.64,0.892,0.0,0
E00309,2022-08-01,69218.18,8306.18,0.953,0.03,0
E00309,2023-09-01,73372.15,3668.61,1.053,0.05,0
E00309,2024-04-01,77103.98,9252.48,0.961,0.05,0
E00309,2024-05-01,80772.44,6461.8,1.146,0.05,0
E00310,2023-08-01,64300.08,3215.0,1.173,0.03,0
E00310,2024-07-01,66252.83,7950.34,1.134,0.03,0
E00310,2024-09-01,66051.74,6605.17,1.192,0.02,0
E00310,2025-04-01,64871.27,3243.56,1.056,0.0,0
E00311,2023-04-01,87384.42,6990.75,0.989,0.03,0
E00311,2023-07-01,87782.33,4389.12,0.991,0.0,0
E00311,2023-12-01,87757.05,7020.56,1.173,0.0,0
E00312,2023-07-01,63867.32,3193.37,0.974,0.03,0
E00312,2024-10-01,65884.16,6588.42,1.076,0.02,0
E00312,2025-05-01,69525.5,6952.55,0.876,0.06,0
E00313,2023-10-01,96108.77,14416.31,1.315,0.02,0
E00313,2024-12-01,100133.78,5006.69,1.108,0.04,0
E00313,2025-01-01,102967.74,8237.42,1.055,0.03,0
E00314,2019-09-01,86976.03,8697.6,0.934,0.05,0
E00314,2020-02-01,89306.29,7144.5,1.074,0.03,0
E00314,2020-05-01,92616.43,9261.64,1.01,0.04,0
E00314,2024-12-01,95819.29,9581.93,1.143,0.05,0
E00315,2019-09-01,78881.05,7888.1,1.038,0.0,0
E00315,2020-08-01,82919.36,12437.9,1.14,0.05,0
E00315,2021-11-01,85318.83,4265.94,1.21,0.03,0
E00315,2022-04-01,88591.5,8859.15,1.235,0.04,0
E00315,2022-06-01,89456.74,7156.54,0.984,0.02,0
E00315,2022-11-01,91773.36,7341.87,0.992,0.02,0
E00315,2023-11-01,94285.35,11314.24,0.971,0.04,0
E00316,2021-07-01,79691.74,7969.17,1.106,0.0,0
E00316,2021-11-01,81230.27,12184.54,1.027,0.03,0
E00316,2022-07-01,83066.32,4153.32,0.867,0.02,0
E00316,2023-04-01,82413.95,4120.7,0.86,0.0,0
E00316,2025-02-01,86682.05,6934.56,1.155,0.05,0
E00316,2025-11-01,87150.15,6972.01,1.049,0.0,0
E00317,2019-08-01,82217.54,12332.63,1.103,0.02,0
E00317,2021-09-01,85216.06,4260.8,1.02,0.03,0
E00317,2023-01-01,88738.14,7099.05,1.258,0.02,0
E00317,2025-03-01,88710.07,13306.51,1.297,0.0,0
E00317,2025-05-01,91057.74,4552.89,0.783,0.02,0
E00318,2021-06-01,100920.86,12110.5,0.962,0.0,0
E00318,2022-04-01,104769.61,8381.57,1.108,0.04,0
E00318,2022-06-01,109468.83,13136.26,1.0,0.04,0
E00318,2022-07-01,116299.97,9304.0,0.65,0.06,0
E00318,2023-01-01,123693.18,9895.45,0.776,0.05,0
E00318,2024-04-01,125590.42,15070.85,0.97,0.02,0
E00318,2024-12-01,134344.95,16121.39,1.051,0.06,0
E00319,2024-11-01,67554.77,8106.57,1.022,0.02,0
E00319,2024-12-01,68018.13,6801.81,1.022,0.0,0
E00319,2025-02-01,67952.12,5436.17,1.048,0.0,0
E00319,2025-05-01,78335.5,3916.78,0.71,0.05,1
E00319,2025-08-01,84254.61,6740.37,0.962,0.05,0
E00319,2025-12-01,89182.06,7134.56,0.982,0.06,0
E00320,2024-05-01,80095.35,12014.3,1.085,0.02,0
E00320,2025-02-01,81604.26,12240.64,0.86,0.03,0
